id,weights,attention_to_politics,pres_vote,economy,immigration,crime,party_id,age,educ,race,gender,income
356927,NA,Most of the time,Kamala Harris,Disapprove not strongly,Disapprove not strongly,Approve strongly,Strong Democrat,24,Bachelor’s degree,"White, non-Hispanic",Man,47500
356932,NA,Some of the time,NA,NA,NA,NA,NA,36,NA,NA,NA,NA
357011,NA,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,67,Graduate degree,"White, non-Hispanic",Man,137500
357072,NA,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Independent-Democrat,34,Bachelor’s degree,"White, non-Hispanic",Man,137500
357171,NA,Some of the time,NA,Approve strongly,Approve strongly,Approve strongly,Independent-Democrat,32,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,NA
357596,NA,Most of the time,NA,Disapprove strongly,Disapprove not strongly,Disapprove strongly,Independent-Republican,35,Less than high school credential,"Black, non-Hispanic",Woman,2500
357625,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,56,Graduate degree,"White, non-Hispanic",Man,162500
357680,NA,About half the time,Kamala Harris,Approve strongly,Disapprove not strongly,Approve strongly,Independent-Democrat,65,Bachelor’s degree,"White, non-Hispanic",Woman,162500
357747,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,66,High school credential,"White, non-Hispanic",Man,117500
357891,NA,Most of the time,Kamala Harris,Approve strongly,Disapprove strongly,NA,Strong Democrat,42,Graduate degree,"White, non-Hispanic",Woman,162500
357911,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Not very strong Republican,39,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,95000
358037,NA,Some of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,33,High school credential,"White, non-Hispanic",Man,95000
358067,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Independent-Republican,47,"Some post-high school, no bachelor’s degree","Multiple races, non-Hispanic",Man,16250
358072,NA,About half the time,NA,Approve not strongly,Disapprove strongly,Approve not strongly,Not very strong Democrat,60,High school credential,"White, non-Hispanic",Woman,NA
358094,NA,About half the time,Kamala Harris,Approve not strongly,Disapprove strongly,NA,Independent,80,Graduate degree,"White, non-Hispanic",Woman,42500
358456,NA,Some of the time,NA,Disapprove not strongly,Disapprove strongly,NA,Independent-Republican,47,Less than high school credential,"Native American/Alaska Native or other race, non-Hispanic",Man,42500
358575,NA,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,27,Graduate degree,"White, non-Hispanic",Man,137500
358578,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,NA,Less than high school credential,"White, non-Hispanic",Man,NA
358730,NA,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve strongly,Strong Democrat,40,Bachelor’s degree,"White, non-Hispanic",Woman,212500
358765,NA,Always,Donald Trump,Disapprove strongly,Disapprove not strongly,Approve not strongly,Strong Republican,25,High school credential,"White, non-Hispanic",Man,16250
358767,NA,Some of the time,Kamala Harris,Approve strongly,Disapprove strongly,Approve not strongly,Independent-Democrat,72,High school credential,"White, non-Hispanic",Man,32500
358778,NA,Never,NA,Disapprove not strongly,Disapprove strongly,Approve not strongly,Not very strong Republican,25,High school credential,"White, non-Hispanic",Woman,52500
358780,NA,Some of the time,Other,Disapprove not strongly,Disapprove not strongly,Disapprove strongly,Independent,NA,Bachelor’s degree,"Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Man,2500
358797,NA,Most of the time,Kamala Harris,Disapprove not strongly,Disapprove strongly,Disapprove not strongly,Not very strong Democrat,24,Bachelor’s degree,"Multiple races, non-Hispanic",Nonbinary,32500
358891,NA,Some of the time,NA,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,36,High school credential,"White, non-Hispanic",Man,37500
358920,NA,Most of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,69,High school credential,"White, non-Hispanic",Man,62500
359041,NA,Most of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,NA,30,Less than high school credential,"Black, non-Hispanic",Woman,42500
359053,NA,About half the time,Kamala Harris,Approve strongly,Approve not strongly,Disapprove not strongly,Not very strong Democrat,53,Graduate degree,"Black, non-Hispanic",Woman,42500
359131,NA,Some of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent,60,"Some post-high school, no bachelor’s degree",Hispanic,Man,117500
359188,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,80,Bachelor’s degree,"White, non-Hispanic",Woman,42500
359197,NA,Never,NA,NA,NA,NA,Independent-Democrat,36,High school credential,Hispanic,Man,2500
359280,NA,Some of the time,Kamala Harris,Approve strongly,Approve strongly,Approve not strongly,Strong Democrat,41,Bachelor’s degree,"White, non-Hispanic",Woman,212500
359281,NA,Never,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,51,Bachelor’s degree,Hispanic,Woman,21250
359299,NA,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve strongly,Strong Democrat,68,Graduate degree,"White, non-Hispanic",Man,37500
359322,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,66,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,NA
359345,NA,Most of the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Democrat,44,Bachelor’s degree,"Black, non-Hispanic",Woman,52500
359361,NA,Some of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Independent-Democrat,53,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,52500
359614,NA,Some of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,49,High school credential,"White, non-Hispanic",Man,62500
359646,NA,Some of the time,NA,Disapprove strongly,Disapprove strongly,NA,Strong Republican,64,"Some post-high school, no bachelor’s degree","Multiple races, non-Hispanic",Woman,212500
359760,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Approve not strongly,Strong Republican,40,Bachelor’s degree,"White, non-Hispanic",Man,105000
359773,NA,About half the time,Other,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,26,High school credential,"White, non-Hispanic",Man,62500
359839,NA,Some of the time,Kamala Harris,Approve not strongly,Disapprove not strongly,Approve not strongly,Independent-Democrat,56,Graduate degree,"White, non-Hispanic",Nonbinary,62500
359848,NA,About half the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve strongly,Independent-Democrat,57,Bachelor’s degree,"White, non-Hispanic",Woman,16250
359882,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,49,Less than high school credential,"White, non-Hispanic",Man,95000
359989,NA,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Not very strong Democrat,70,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,212500
360129,NA,About half the time,Kamala Harris,Approve strongly,Disapprove not strongly,Approve not strongly,Not very strong Democrat,49,Graduate degree,"White, non-Hispanic",Woman,250000
360194,NA,Never,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Independent-Democrat,80,Bachelor’s degree,"White, non-Hispanic",Woman,47500
360275,NA,Always,Donald Trump,Disapprove not strongly,Disapprove strongly,Disapprove not strongly,Strong Republican,54,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,212500
360494,NA,Some of the time,Kamala Harris,Disapprove not strongly,Approve strongly,Disapprove not strongly,Independent-Republican,51,Bachelor’s degree,"Black, non-Hispanic",Woman,67500
360536,NA,About half the time,NA,Disapprove strongly,Disapprove strongly,Approve strongly,Independent-Democrat,61,High school credential,"White, non-Hispanic",Woman,16250
360636,NA,Most of the time,Kamala Harris,Approve not strongly,Disapprove strongly,Disapprove strongly,Strong Democrat,56,Bachelor’s degree,"White, non-Hispanic",Man,212500
360975,NA,About half the time,Donald Trump,Disapprove not strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,34,Graduate degree,"White, non-Hispanic",Woman,117500
360976,NA,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,32,Bachelor’s degree,"White, non-Hispanic",Woman,137500
360982,NA,Always,Kamala Harris,Approve not strongly,Approve strongly,Approve strongly,Strong Democrat,43,Graduate degree,"White, non-Hispanic",Woman,52500
360996,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Approve strongly,Strong Republican,61,Less than high school credential,Hispanic,Woman,2500
361115,NA,Most of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,58,Bachelor’s degree,"Black, non-Hispanic",Man,162500
361162,NA,Always,Kamala Harris,Approve strongly,Disapprove strongly,Approve strongly,Strong Democrat,75,High school credential,"White, non-Hispanic",Man,42500
361563,NA,Most of the time,Kamala Harris,Approve strongly,NA,NA,Independent-Democrat,25,Bachelor’s degree,"Multiple races, non-Hispanic",Woman,52500
361668,NA,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,68,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,52500
361702,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Independent-Republican,65,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,42500
361718,NA,Most of the time,Kamala Harris,Approve not strongly,NA,NA,Independent-Democrat,80,Bachelor’s degree,"Multiple races, non-Hispanic",Woman,26250
361853,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,63,High school credential,"White, non-Hispanic",Woman,105000
361932,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,NA,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,NA
362090,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,60,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,62500
362168,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,77,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,37500
362218,NA,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,51,Graduate degree,"White, non-Hispanic",Woman,250000
362312,NA,Some of the time,NA,Disapprove not strongly,Disapprove strongly,Disapprove strongly,Independent,24,High school credential,"Black, non-Hispanic",Woman,42500
362457,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent,24,Less than high school credential,Hispanic,Man,62500
362604,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Independent-Republican,21,"Some post-high school, no bachelor’s degree","Multiple races, non-Hispanic",Woman,NA
362661,NA,Some of the time,Other,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Independent-Republican,55,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,37500
362679,NA,Always,Kamala Harris,Approve strongly,Disapprove not strongly,Approve not strongly,Independent-Democrat,58,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,105000
362782,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,60,High school credential,"Multiple races, non-Hispanic",Man,37500
362831,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,58,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Man,95000
362840,NA,Some of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Not very strong Republican,33,Graduate degree,"White, non-Hispanic",Woman,105000
362848,NA,Always,Kamala Harris,Approve not strongly,Approve not strongly,Disapprove strongly,Strong Democrat,69,Less than high school credential,"Multiple races, non-Hispanic",Man,NA
362901,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,71,High school credential,"White, non-Hispanic",Woman,23750
362971,NA,Most of the time,Other,Disapprove not strongly,Approve not strongly,Disapprove not strongly,Independent-Republican,38,Graduate degree,"White, non-Hispanic",Woman,162500
362976,NA,About half the time,Kamala Harris,Approve not strongly,Approve strongly,Approve not strongly,Independent-Democrat,66,Bachelor’s degree,"White, non-Hispanic",Woman,85000
362981,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,44,Graduate degree,"White, non-Hispanic",Woman,117500
363094,NA,About half the time,Kamala Harris,Approve strongly,Disapprove strongly,Approve strongly,Strong Democrat,66,High school credential,"Black, non-Hispanic",Man,2500
363127,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,35,Bachelor’s degree,"White, non-Hispanic",Woman,72500
363438,NA,About half the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,28,Bachelor’s degree,"White, non-Hispanic",Man,212500
363455,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,58,High school credential,"White, non-Hispanic",Woman,117500
363507,NA,Some of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Democrat,22,High school credential,"Multiple races, non-Hispanic",Man,23750
363630,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,70,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,26250
363670,NA,Some of the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Democrat,59,High school credential,"White, non-Hispanic",Woman,2500
363684,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,68,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,52500
363801,NA,Some of the time,Kamala Harris,NA,NA,NA,Not very strong Democrat,31,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,77500
363934,NA,About half the time,Kamala Harris,Disapprove strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,27,Bachelor’s degree,"White, non-Hispanic",Woman,85000
363979,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,48,Less than high school credential,"White, non-Hispanic",Man,32500
364230,NA,Most of the time,NA,Disapprove strongly,Disapprove strongly,Approve not strongly,Independent-Republican,43,High school credential,"White, non-Hispanic",Man,11250
364258,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,NA,Bachelor’s degree,"White, non-Hispanic",Woman,2500
364370,NA,Some of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,65,Less than high school credential,"White, non-Hispanic",Woman,2500
364636,NA,Most of the time,Kamala Harris,Approve strongly,Disapprove not strongly,Disapprove strongly,Strong Democrat,57,High school credential,"White, non-Hispanic",Woman,2500
364677,NA,Always,Kamala Harris,Approve strongly,Disapprove not strongly,Approve not strongly,Strong Democrat,43,Graduate degree,"White, non-Hispanic",Woman,250000
364684,NA,Most of the time,Kamala Harris,Approve not strongly,Approve strongly,Approve strongly,Strong Democrat,49,Graduate degree,"Black, non-Hispanic",Woman,NA
364884,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Approve not strongly,Independent-Democrat,37,Bachelor’s degree,"White, non-Hispanic",Man,117500
365029,NA,About half the time,Kamala Harris,Disapprove not strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,32,Bachelor’s degree,"White, non-Hispanic",Woman,2500
365070,NA,Always,NA,Approve not strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,69,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,26250
365110,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Independent-Republican,31,Bachelor’s degree,"White, non-Hispanic",Man,52500
365117,NA,Most of the time,Donald Trump,Approve strongly,Disapprove not strongly,Disapprove strongly,Strong Democrat,80,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,NA
365170,NA,Some of the time,Donald Trump,Disapprove not strongly,Disapprove strongly,NA,Independent-Republican,79,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,77500
365212,NA,Most of the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Independent-Democrat,52,"Some post-high school, no bachelor’s degree",Hispanic,Woman,2500
365449,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,68,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,95000
365496,NA,About half the time,Kamala Harris,Approve not strongly,NA,Disapprove not strongly,Not very strong Democrat,32,Bachelor’s degree,"White, non-Hispanic",Woman,11250
365558,NA,About half the time,Kamala Harris,Approve strongly,Approve strongly,Approve not strongly,Not very strong Democrat,65,High school credential,Hispanic,Woman,117500
365669,NA,About half the time,Other,Approve not strongly,Disapprove strongly,Disapprove not strongly,Independent-Republican,27,High school credential,"White, non-Hispanic",Woman,105000
365679,NA,Some of the time,Donald Trump,Disapprove not strongly,NA,NA,Independent-Republican,26,"Some post-high school, no bachelor’s degree",Hispanic,Man,62500
365722,NA,About half the time,Kamala Harris,Disapprove strongly,Approve not strongly,Approve not strongly,Not very strong Republican,52,Graduate degree,"White, non-Hispanic",Woman,250000
365805,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove not strongly,NA,Strong Republican,62,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,117500
365943,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve not strongly,Strong Democrat,73,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,7500
366126,NA,Some of the time,Donald Trump,Disapprove not strongly,Disapprove strongly,NA,Independent-Republican,80,Less than high school credential,Hispanic,Woman,2500
366241,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,62,Less than high school credential,"White, non-Hispanic",Man,105000
366256,NA,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,34,Graduate degree,"White, non-Hispanic",Woman,250000
366272,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,69,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,2500
366281,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,75,High school credential,"White, non-Hispanic",Woman,105000
366332,NA,Some of the time,Kamala Harris,Approve strongly,Disapprove strongly,Approve not strongly,Independent-Democrat,78,Bachelor’s degree,"White, non-Hispanic",Woman,52500
366461,NA,Some of the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,39,"Some post-high school, no bachelor’s degree",Hispanic,Man,67500
366544,NA,Some of the time,Donald Trump,Disapprove not strongly,Approve not strongly,Disapprove not strongly,Not very strong Democrat,28,Bachelor’s degree,"Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Man,117500
366692,NA,Some of the time,NA,Disapprove not strongly,Disapprove strongly,NA,Independent,42,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,105000
366799,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,29,High school credential,"White, non-Hispanic",Man,72500
366836,NA,Most of the time,Kamala Harris,Disapprove not strongly,Disapprove not strongly,Approve not strongly,Independent-Democrat,35,Bachelor’s degree,"White, non-Hispanic",Woman,105000
366951,NA,Some of the time,Other,Disapprove strongly,Disapprove strongly,Approve strongly,Not very strong Republican,42,"Some post-high school, no bachelor’s degree",Hispanic,Woman,67500
367150,NA,Some of the time,Other,Disapprove strongly,Disapprove not strongly,Disapprove strongly,Independent-Democrat,39,Bachelor’s degree,"Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Man,162500
367239,NA,Some of the time,Other,Disapprove strongly,Disapprove strongly,Approve not strongly,Independent-Democrat,20,High school credential,"White, non-Hispanic",Woman,2500
367246,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,80,Bachelor’s degree,"White, non-Hispanic",Man,21250
367344,NA,Always,Kamala Harris,Disapprove strongly,Disapprove strongly,Approve not strongly,Strong Democrat,45,"Some post-high school, no bachelor’s degree","Multiple races, non-Hispanic",Woman,32500
367473,NA,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Disapprove not strongly,Independent-Democrat,69,Bachelor’s degree,"Black, non-Hispanic",Man,32500
367614,NA,Always,Kamala Harris,Disapprove strongly,Approve not strongly,Disapprove strongly,Independent-Democrat,49,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,250000
367650,NA,Always,Kamala Harris,Approve not strongly,Disapprove not strongly,Disapprove not strongly,Strong Democrat,54,NA,"White, non-Hispanic",Something else,42500
367771,NA,Always,Kamala Harris,Approve not strongly,Disapprove not strongly,Approve strongly,Not very strong Democrat,27,Bachelor’s degree,"White, non-Hispanic",Woman,137500
367791,NA,Some of the time,NA,Disapprove strongly,Disapprove not strongly,Disapprove not strongly,Independent,21,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Man,37500
367930,NA,Some of the time,Kamala Harris,Disapprove not strongly,Approve not strongly,Approve strongly,Independent-Democrat,35,Bachelor’s degree,Hispanic,Man,162500
367960,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,72,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,95000
368013,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,76,Bachelor’s degree,"Black, non-Hispanic",Man,16250
368057,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Independent-Democrat,68,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,212500
368110,NA,About half the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Independent-Democrat,44,Bachelor’s degree,"White, non-Hispanic",Man,117500
368251,NA,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,39,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,250000
368346,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,26,Graduate degree,"White, non-Hispanic",Man,95000
368392,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,38,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,2500
368554,NA,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Independent-Democrat,70,Graduate degree,"White, non-Hispanic",Woman,95000
368739,NA,Most of the time,Kamala Harris,Approve not strongly,Disapprove strongly,Approve not strongly,Not very strong Democrat,79,"Some post-high school, no bachelor’s degree",Hispanic,Woman,32500
368744,NA,Never,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,76,High school credential,"White, non-Hispanic",Man,52500
368774,NA,About half the time,NA,NA,NA,NA,Independent,57,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,32500
368836,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,48,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,250000
369154,NA,Some of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,44,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,47500
369260,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,58,Graduate degree,"White, non-Hispanic",Woman,117500
369437,NA,Never,Donald Trump,Disapprove not strongly,Disapprove not strongly,Disapprove not strongly,Independent,54,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,250000
369742,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Not very strong Republican,80,Bachelor’s degree,"White, non-Hispanic",Man,95000
369793,NA,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Strong Democrat,69,Bachelor’s degree,"White, non-Hispanic",Woman,47500
369794,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Democrat,60,High school credential,Hispanic,Man,62500
370232,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,40,Bachelor’s degree,"White, non-Hispanic",Woman,NA
370274,NA,Always,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,80,Bachelor’s degree,"White, non-Hispanic",Man,105000
370292,NA,About half the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Democrat,43,High school credential,"Black, non-Hispanic",Woman,32500
370629,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,63,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,2500
370665,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,51,High school credential,"White, non-Hispanic",Man,21250
370734,NA,Some of the time,NA,Disapprove strongly,NA,Disapprove not strongly,Independent-Republican,58,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,11250
370887,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Not very strong Republican,72,High school credential,"White, non-Hispanic",Woman,7500
370912,NA,Never,Donald Trump,Disapprove strongly,Disapprove not strongly,Disapprove strongly,Independent-Republican,21,Less than high school credential,"White, non-Hispanic",Woman,2500
370996,NA,Some of the time,NA,Approve not strongly,Approve strongly,Approve strongly,Independent,59,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,52500
371192,NA,About half the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve strongly,Independent-Democrat,33,Bachelor’s degree,"White, non-Hispanic",Woman,42500
371197,NA,Most of the time,Donald Trump,Approve not strongly,Disapprove strongly,NA,Strong Republican,69,Bachelor’s degree,"White, non-Hispanic",Man,95000
371396,NA,About half the time,Kamala Harris,Approve not strongly,Disapprove not strongly,NA,Not very strong Democrat,55,Bachelor’s degree,"White, non-Hispanic",Man,117500
371499,NA,Most of the time,Kamala Harris,Approve not strongly,Disapprove not strongly,Approve not strongly,Not very strong Democrat,72,High school credential,"White, non-Hispanic",Man,42500
371522,NA,Some of the time,Kamala Harris,Disapprove not strongly,Approve not strongly,Disapprove not strongly,Not very strong Democrat,31,"Some post-high school, no bachelor’s degree","Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Woman,95000
371599,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,75,High school credential,"White, non-Hispanic",Woman,42500
371601,NA,Most of the time,Kamala Harris,Approve not strongly,Disapprove strongly,Disapprove strongly,Strong Republican,50,Graduate degree,"White, non-Hispanic",Man,162500
371622,NA,Never,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,21,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,250000
371696,NA,Some of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,46,Less than high school credential,"White, non-Hispanic",Woman,95000
371716,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Democrat,60,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,2500
371794,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,80,Graduate degree,"Black, non-Hispanic",Man,47500
371799,NA,About half the time,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,76,Bachelor’s degree,"White, non-Hispanic",Woman,62500
