id,weights,attention_to_politics,pres_vote,economy,immigration,crime,party_id,age,educ,race,gender,income
221198,NA,About half the time,Kamala Harris,Approve strongly,Approve not strongly,Disapprove strongly,Independent,NA,Bachelor’s degree,"White, non-Hispanic",Man,250000
221210,NA,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Independent-Democrat,62,Bachelor’s degree,"White, non-Hispanic",Man,212500
221222,NA,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Independent-Democrat,67,Graduate degree,"White, non-Hispanic",Man,212500
221263,NA,About half the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Democrat,41,Bachelor’s degree,"Black, non-Hispanic",Woman,77500
221305,NA,Always,NA,NA,NA,NA,Strong Republican,47,Bachelor’s degree,"Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",NA,NA
221311,NA,Some of the time,NA,Approve not strongly,Approve strongly,Approve strongly,Not very strong Democrat,67,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,250000
221317,NA,Some of the time,NA,NA,NA,NA,Not very strong Republican,NA,High school credential,"White, non-Hispanic",NA,NA
221346,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,41,High school credential,Hispanic,Woman,85000
221358,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove not strongly,Disapprove strongly,Not very strong Republican,33,Bachelor’s degree,Hispanic,Woman,77500
221382,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,47,Less than high school credential,"White, non-Hispanic",Woman,52500
221388,NA,Most of the time,NA,NA,NA,NA,Not very strong Republican,80,"Some post-high school, no bachelor’s degree","White, non-Hispanic",NA,NA
221406,NA,About half the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Independent-Democrat,65,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,250000
221433,NA,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Strong Democrat,NA,Graduate degree,"Black, non-Hispanic",Man,105000
221445,NA,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,69,Graduate degree,"Black, non-Hispanic",Woman,2500
221457,NA,About half the time,Donald Trump,Disapprove not strongly,Disapprove strongly,Disapprove strongly,Not very strong Democrat,63,High school credential,"Black, non-Hispanic",Man,2500
221469,NA,About half the time,Kamala Harris,Disapprove strongly,Disapprove not strongly,Disapprove not strongly,Independent-Democrat,54,Bachelor’s degree,"White, non-Hispanic",Woman,62500
221474,NA,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve not strongly,Not very strong Democrat,54,Graduate degree,"White, non-Hispanic",Woman,52500
221486,NA,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,43,Graduate degree,"White, non-Hispanic",Woman,212500
221492,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,67,"Some post-high school, no bachelor’s degree",Hispanic,Woman,NA
221510,NA,Always,Kamala Harris,Approve strongly,Disapprove not strongly,Approve strongly,Strong Democrat,80,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,62500
221522,NA,About half the time,Kamala Harris,Approve strongly,Disapprove not strongly,Approve strongly,Strong Democrat,80,Graduate degree,"White, non-Hispanic",Woman,137500
221527,NA,About half the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,66,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,72500
221545,NA,About half the time,Kamala Harris,Approve strongly,Disapprove strongly,Approve strongly,Strong Democrat,67,"Some post-high school, no bachelor’s degree",Hispanic,Woman,13750
221551,NA,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Independent-Democrat,51,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,52500
221563,NA,Always,NA,NA,NA,NA,Strong Democrat,72,High school credential,"White, non-Hispanic",NA,NA
221569,NA,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,59,"Some post-high school, no bachelor’s degree",Hispanic,Man,95000
221581,NA,Some of the time,Other,Approve strongly,Approve strongly,Approve strongly,Independent,80,Bachelor’s degree,"Black, non-Hispanic",Man,85000
221586,NA,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,42,Graduate degree,"White, non-Hispanic",Woman,212500
221592,NA,About half the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Not very strong Democrat,52,Graduate degree,"White, non-Hispanic",Woman,67500
221604,NA,Most of the time,NA,NA,NA,NA,Independent-Democrat,45,"Some post-high school, no bachelor’s degree","White, non-Hispanic",NA,NA
221610,NA,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Independent-Democrat,NA,Bachelor’s degree,"White, non-Hispanic",Man,NA
221616,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,53,Bachelor’s degree,"White, non-Hispanic",Man,162500
221645,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,78,Less than high school credential,"White, non-Hispanic",Man,85000
221651,NA,Most of the time,Kamala Harris,Disapprove not strongly,Disapprove strongly,Approve strongly,Independent-Democrat,58,Graduate degree,"Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Man,137500
221675,NA,About half the time,NA,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Strong Republican,NA,Bachelor’s degree,"White, non-Hispanic",Woman,NA
221687,NA,Always,NA,NA,NA,NA,Not very strong Republican,80,Graduate degree,"White, non-Hispanic",NA,NA
221693,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,70,Graduate degree,"White, non-Hispanic",Woman,137500
221698,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,80,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,16250
221704,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,66,High school credential,"White, non-Hispanic",Man,32500
221722,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,NA,"Some post-high school, no bachelor’s degree",NA,Man,32500
221728,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,55,Bachelor’s degree,Hispanic,Woman,NA
221751,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,41,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,11250
221757,NA,Never,NA,Approve not strongly,Approve not strongly,Approve not strongly,Not very strong Republican,75,Bachelor’s degree,"White, non-Hispanic",Man,85000
221768,NA,Some of the time,Kamala Harris,Approve not strongly,Disapprove not strongly,Disapprove not strongly,Not very strong Democrat,25,Less than high school credential,"White, non-Hispanic",Woman,32500
221774,NA,About half the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,48,"Some post-high school, no bachelor’s degree","Multiple races, non-Hispanic",Woman,13750
221786,NA,Some of the time,NA,Approve strongly,Approve strongly,Approve strongly,Independent-Democrat,22,High school credential,Hispanic,Man,117500
221792,NA,Some of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,21,"Some post-high school, no bachelor’s degree","Multiple races, non-Hispanic",Man,32500
221816,NA,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Not very strong Democrat,28,Bachelor’s degree,Hispanic,Woman,57500
221822,NA,Always,NA,NA,NA,NA,Strong Republican,77,"Some post-high school, no bachelor’s degree","White, non-Hispanic",NA,NA
221834,NA,Most of the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Democrat,40,High school credential,"Black, non-Hispanic",Woman,11250
221869,NA,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Strong Democrat,25,Bachelor’s degree,Hispanic,Man,85000
221881,NA,Some of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Independent,36,Less than high school credential,"Black, non-Hispanic",Woman,28750
221911,NA,About half the time,NA,Disapprove not strongly,Disapprove not strongly,Disapprove not strongly,Independent,31,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,2500
221959,NA,About half the time,Other,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Independent,38,High school credential,Hispanic,Man,42500
222001,NA,Never,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent,28,Bachelor’s degree,Hispanic,Man,23750
222018,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Strong Republican,71,Graduate degree,"Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Man,212500
222066,NA,Never,Other,Disapprove not strongly,Disapprove not strongly,Disapprove not strongly,Independent-Republican,31,Graduate degree,"Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Man,85000
222107,NA,About half the time,NA,Disapprove strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,27,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,28750
222124,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,30,Bachelor’s degree,Hispanic,Man,67500
222159,NA,About half the time,Kamala Harris,Disapprove not strongly,Disapprove not strongly,Disapprove not strongly,Not very strong Democrat,43,Bachelor’s degree,"White, non-Hispanic",Woman,137500
222189,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,50,"Some post-high school, no bachelor’s degree","Native American/Alaska Native or other race, non-Hispanic",Man,85000
222194,NA,Some of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent,30,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,NA
222200,NA,Some of the time,NA,Disapprove strongly,Disapprove not strongly,Disapprove strongly,Independent-Republican,43,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,16250
222218,NA,About half the time,NA,Disapprove strongly,Disapprove not strongly,Disapprove not strongly,Independent,36,High school credential,"White, non-Hispanic",Man,47500
222247,NA,Never,NA,NA,NA,NA,Strong Democrat,38,Less than high school credential,"Black, non-Hispanic",NA,NA
222294,NA,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,47,Graduate degree,"White, non-Hispanic",Woman,162500
222300,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,78,NA,"Black, non-Hispanic",Woman,62500
222306,NA,Most of the time,Kamala Harris,Approve strongly,Disapprove strongly,Approve strongly,Strong Democrat,64,Less than high school credential,"White, non-Hispanic",Man,28750
222336,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,24,"Some post-high school, no bachelor’s degree","Multiple races, non-Hispanic",Woman,11250
222342,NA,Most of the time,Kamala Harris,Approve not strongly,Approve strongly,Approve strongly,Strong Democrat,43,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Man,2500
222348,NA,Most of the time,Kamala Harris,Disapprove strongly,Approve not strongly,Disapprove strongly,Not very strong Democrat,27,Bachelor’s degree,"White, non-Hispanic",Man,21250
222377,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,23,"Some post-high school, no bachelor’s degree",Hispanic,Woman,117500
222383,NA,Always,NA,Approve not strongly,Disapprove not strongly,Disapprove strongly,Independent,NA,Graduate degree,"Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Man,212500
222389,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,80,High school credential,"White, non-Hispanic",Man,16250
222407,NA,Always,NA,NA,NA,NA,Strong Republican,64,"Some post-high school, no bachelor’s degree","White, non-Hispanic",NA,NA
222425,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,70,Bachelor’s degree,"White, non-Hispanic",Man,137500
222436,NA,About half the time,NA,Approve strongly,Approve strongly,Disapprove not strongly,Independent,67,"Some post-high school, no bachelor’s degree",Hispanic,Man,52500
222460,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,61,Bachelor’s degree,"White, non-Hispanic",Man,85000
222466,NA,Always,Other,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,49,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,62500
222472,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,55,Bachelor’s degree,"White, non-Hispanic",Woman,77500
222484,NA,Always,NA,NA,NA,NA,Strong Republican,73,"Some post-high school, no bachelor’s degree","White, non-Hispanic",NA,NA
222502,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,NA,69,Bachelor’s degree,"White, non-Hispanic",Woman,72500
222523,NA,Always,NA,NA,NA,NA,Strong Democrat,68,Bachelor’s degree,"Black, non-Hispanic",NA,NA
222535,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,25,Bachelor’s degree,"White, non-Hispanic",Man,72500
222541,NA,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,38,Graduate degree,"White, non-Hispanic",Woman,NA
222547,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,74,Graduate degree,"White, non-Hispanic",Man,11250
222553,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent,50,High school credential,Hispanic,Man,57500
222565,NA,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Independent-Democrat,80,Graduate degree,"White, non-Hispanic",Man,137500
222577,NA,Most of the time,NA,NA,NA,NA,Strong Democrat,67,"Some post-high school, no bachelor’s degree",Hispanic,NA,NA
222583,NA,Most of the time,Kamala Harris,Approve not strongly,Disapprove not strongly,Approve not strongly,Not very strong Democrat,40,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,162500
222589,NA,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,74,Bachelor’s degree,Hispanic,Woman,72500
222607,NA,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Independent-Republican,74,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,37500
222613,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,80,High school credential,"White, non-Hispanic",Woman,37500
222619,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,79,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,42500
222631,NA,Most of the time,Other,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,35,Graduate degree,"White, non-Hispanic",Man,212500
222643,NA,Some of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,68,Graduate degree,"White, non-Hispanic",Woman,162500
222655,NA,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Independent,38,Graduate degree,"White, non-Hispanic",Woman,77500
222666,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,67,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,23750
222672,NA,Always,NA,NA,NA,NA,Strong Republican,NA,"Some post-high school, no bachelor’s degree","White, non-Hispanic",NA,NA
222678,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,64,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,47500
222690,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,66,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,105000
222702,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,59,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,32500
222780,NA,Most of the time,NA,Disapprove not strongly,Disapprove strongly,Approve not strongly,Not very strong Republican,26,High school credential,Hispanic,Woman,11250
222803,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,44,High school credential,Hispanic,Man,11250
222815,NA,About half the time,NA,Disapprove not strongly,Approve strongly,Approve strongly,Independent,48,High school credential,"Black, non-Hispanic",Woman,NA
222833,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,51,High school credential,"White, non-Hispanic",Woman,26250
222845,NA,Some of the time,NA,Disapprove not strongly,Disapprove not strongly,Disapprove not strongly,Independent,26,High school credential,"Native American/Alaska Native or other race, non-Hispanic",Nonbinary,11250
222868,NA,Some of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,44,Bachelor’s degree,NA,Woman,52500
222951,NA,Most of the time,Donald Trump,Approve not strongly,Approve not strongly,Approve not strongly,Not very strong Republican,30,"Some post-high school, no bachelor’s degree","Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Man,62500
222969,NA,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,28,Bachelor’s degree,"White, non-Hispanic",Nonbinary,57500
223020,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,46,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Man,42500
223044,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Democrat,40,"Some post-high school, no bachelor’s degree","Multiple races, non-Hispanic",Woman,21250
223062,NA,About half the time,NA,NA,NA,Approve strongly,Not very strong Democrat,47,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,28750
223080,NA,About half the time,NA,NA,NA,NA,Strong Republican,22,High school credential,Hispanic,NA,NA
223092,NA,About half the time,NA,Disapprove not strongly,Disapprove strongly,Approve not strongly,Independent-Republican,25,Bachelor’s degree,"White, non-Hispanic",Woman,62500
223104,NA,Most of the time,Other,Disapprove not strongly,Disapprove not strongly,Disapprove not strongly,Independent,35,Graduate degree,"White, non-Hispanic",Man,2500
223122,NA,Never,NA,Disapprove not strongly,Disapprove not strongly,Disapprove not strongly,Independent,30,High school credential,"White, non-Hispanic",Man,162500
223128,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,58,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,57500
223152,NA,Most of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,37,Bachelor’s degree,"White, non-Hispanic",Woman,105000
223183,NA,Some of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,49,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,47500
223195,NA,Always,Kamala Harris,Approve strongly,Disapprove strongly,Disapprove strongly,Strong Democrat,59,High school credential,"Black, non-Hispanic",Man,2500
223201,NA,Most of the time,Kamala Harris,Disapprove not strongly,Disapprove not strongly,Approve not strongly,Not very strong Democrat,51,Less than high school credential,"Black, non-Hispanic",Man,85000
223224,NA,Never,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,27,High school credential,Hispanic,Man,2500
223230,NA,Some of the time,NA,NA,NA,NA,Independent-Democrat,71,"Some post-high school, no bachelor’s degree","White, non-Hispanic",NA,NA
223242,NA,Never,NA,Approve strongly,Disapprove strongly,Approve strongly,Not very strong Democrat,22,High school credential,"Black, non-Hispanic",Something else,2500
223290,NA,Some of the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Approve not strongly,Independent,45,Graduate degree,"Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Man,212500
223296,NA,Some of the time,Kamala Harris,Disapprove not strongly,Disapprove strongly,Disapprove not strongly,Not very strong Democrat,68,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,105000
223331,NA,Some of the time,Other,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,75,Bachelor’s degree,"White, non-Hispanic",Man,105000
223343,NA,Always,Other,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,61,NA,"Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Man,2500
223361,NA,About half the time,Kamala Harris,Approve strongly,Disapprove strongly,Approve not strongly,Independent-Democrat,45,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,67500
223385,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,75,Bachelor’s degree,"White, non-Hispanic",Woman,85000
223391,NA,Some of the time,NA,NA,NA,NA,Independent,22,High school credential,"White, non-Hispanic",NA,NA
223432,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,67,High school credential,"White, non-Hispanic",Man,23750
223438,NA,Always,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,63,High school credential,Hispanic,Man,77500
223462,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,44,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,105000
223468,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,64,"Some post-high school, no bachelor’s degree",NA,Man,85000
223480,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,22,Bachelor’s degree,"White, non-Hispanic",Man,250000
223497,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,62,NA,"White, non-Hispanic",Woman,NA
223503,NA,Most of the time,NA,NA,NA,NA,Strong Republican,36,Bachelor’s degree,"White, non-Hispanic",NA,NA
223515,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Approve strongly,Not very strong Republican,NA,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,117500
223533,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,55,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,72500
223572,NA,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,80,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,95000
223577,NA,Always,Kamala Harris,Disapprove not strongly,Disapprove not strongly,Approve not strongly,Independent-Democrat,41,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,137500
223583,NA,Most of the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Democrat,80,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,2500
223589,NA,Most of the time,NA,NA,NA,NA,Independent-Democrat,72,Graduate degree,"White, non-Hispanic",NA,NA
223601,NA,About half the time,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Not very strong Democrat,61,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,18750
223618,NA,Always,Kamala Harris,Approve not strongly,Disapprove not strongly,Approve strongly,Strong Democrat,NA,Graduate degree,"Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Man,NA
223636,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Independent,74,"Some post-high school, no bachelor’s degree","Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Man,162500
223659,NA,Some of the time,Kamala Harris,Approve strongly,Disapprove not strongly,Approve not strongly,Not very strong Democrat,80,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,72500
223665,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,71,Bachelor’s degree,"White, non-Hispanic",Woman,47500
223671,NA,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Strong Democrat,77,Bachelor’s degree,"White, non-Hispanic",Woman,105000
223677,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,40,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,52500
223689,NA,Always,Donald Trump,Approve strongly,Approve strongly,Approve strongly,Not very strong Democrat,23,"Some post-high school, no bachelor’s degree",Hispanic,Man,42500
223700,NA,Most of the time,NA,NA,NA,NA,Independent-Republican,NA,Bachelor’s degree,"White, non-Hispanic",NA,NA
223718,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove not strongly,Disapprove not strongly,Strong Republican,43,Less than high school credential,Hispanic,Woman,2500
223730,NA,Some of the time,Donald Trump,Approve not strongly,Disapprove strongly,Approve not strongly,Strong Republican,66,Bachelor’s degree,"White, non-Hispanic",Woman,NA
223735,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,NA,Bachelor’s degree,"White, non-Hispanic",Woman,NA
223753,NA,About half the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Independent-Democrat,40,Bachelor’s degree,"White, non-Hispanic",Woman,250000
223765,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,52,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,2500
223771,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,56,Bachelor’s degree,"White, non-Hispanic",Man,62500
223776,NA,Most of the time,NA,NA,NA,NA,Independent-Republican,42,High school credential,NA,NA,NA
223794,NA,Some of the time,NA,NA,NA,NA,Not very strong Republican,71,High school credential,"White, non-Hispanic",NA,NA
223800,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,68,Bachelor’s degree,"White, non-Hispanic",Man,23750
223806,NA,About half the time,Donald Trump,Approve strongly,Approve strongly,Disapprove strongly,Strong Republican,47,Bachelor’s degree,"White, non-Hispanic",Woman,250000
223812,NA,About half the time,Other,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,69,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,72500
223825,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,41,High school credential,"White, non-Hispanic",Man,11250
223890,NA,Most of the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Democrat,23,Bachelor’s degree,"White, non-Hispanic",Woman,95000
223950,NA,Some of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent,44,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,72500
223967,NA,Most of the time,Kamala Harris,Disapprove not strongly,Disapprove strongly,Approve not strongly,Strong Democrat,59,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,117500
223979,NA,Some of the time,Kamala Harris,Disapprove not strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,29,Bachelor’s degree,Hispanic,Man,77500
223985,NA,Some of the time,Kamala Harris,Disapprove strongly,Disapprove not strongly,Approve strongly,Independent,32,Less than high school credential,"White, non-Hispanic",Woman,21250
224050,NA,Always,NA,NA,NA,NA,Independent-Republican,72,Bachelor’s degree,"White, non-Hispanic",NA,NA
224056,NA,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,47,Graduate degree,"Black, non-Hispanic",Man,62500
224079,NA,Some of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Democrat,41,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,212500
224085,NA,Some of the time,Other,Disapprove not strongly,Disapprove not strongly,Disapprove not strongly,Independent-Republican,21,High school credential,"White, non-Hispanic",Man,2500
224091,NA,About half the time,NA,NA,NA,NA,Independent,46,"Some post-high school, no bachelor’s degree","White, non-Hispanic",NA,NA
