YEAR,MONTH,WTMP,ID
2022,10,29.022983870967742,41056
2022,11,28.285252808988766,41056
2022,12,27.105510752688172,41056
2023,1,26.646639231824416,41056
2023,2,26.11016393442623,41056
2023,3,26.297476340694008,41056
2023,4,27.085335195530728,41056
2023,5,28.215860215053763,41056
2023,6,29.13821478382148,41056
2023,7,29.394616419919245,41056
2023,8,29.74694589877836,41056
2023,9,30.304073319755602,41056
2023,10,30.204237288135594,41056
2023,11,29.1111801242236,41056
2023,12,27.923357664233578,41056
2016,8,28.67142857142857,41057
2016,9,29.024166666666666,41057
2016,10,28.31595744680851,41057
2017,2,24.8,41057
2017,8,29.30281995661605,41058
2017,9,29.534057971014494,41058
2017,5,18.399847094801224,41062
2017,6,22.235048678720442,41062
2017,7,26.143876177658143,41062
2017,8,25.500269905533063,41062
2017,9,24.928021978021977,41062
2018,1,11.927416173570021,41062
2018,2,10.812816691505216,41062
2018,3,10.2812734082397,41062
2014,8,27.85,41063
2014,9,27.9,41063
2017,5,22.68125,41063
2018,1,19.097229916897508,41063
2018,2,20.13677130044843,41063
2018,3,17.51457399103139,41063
2018,8,28.343046357615894,41063
2018,9,28.36236559139785,41063
2018,10,27.175776397515527,41063
2018,11,24.521757322175734,41063
2015,6,26.695658263305326,41064
2015,7,27.42029569892473,41064
2015,8,27.633108108108107,41064
2015,9,27.18691983122363,41064
2015,12,22.1136302294197,41064
2016,1,19.325876010781673,41064
2016,2,16.229421487603307,41064
2016,5,23.139842209072977,41064
2016,6,26.744647887323943,41064
2016,7,28.69903448275862,41064
2016,8,29.290204081632652,41064
2016,9,27.71160839160839,41064
2016,10,25.019696969696973,41064
2016,11,22.08412213740458,41064
2016,12,19.938514442916095,41064
2017,1,18.821340629274967,41064
2017,2,17.431851851851853,41064
2017,5,23.59983552631579,41064
2017,6,26.169956458635703,41064
2017,7,27.979916897506925,41064
2017,8,28.055122655122656,41064
2017,9,27.83758865248227,41064
2017,11,19.85523560209424,41064
2017,12,18.642032967032968,41064
2018,1,15.295706371191134,41064
2018,2,18.53424242424242,41064
2018,3,15.996617050067659,41064
2018,4,18.339551192145862,41064
2018,5,22.708333333333332,41064
2018,6,26.952388059701494,41064
2018,7,28.07133152173913,41064
2018,8,27.951012145748987,41064
2018,9,28.282535211267607,41064
2018,10,26.21147540983607,41064
2018,11,22.967269984917042,41064
2018,12,18.71013888888889,41064
2019,1,15.57928669410151,41064
2019,2,16.385173978819967,41064
2019,3,16.789608636977057,41064
2019,4,19.646143057503505,41064
2019,5,23.62181571815718,41064
