congress,bioname,state_abbrev,district_code,party,nominate_dim1,nominate_dim2
111,"LARSEN, Richard Ray (Rick)",WA,2,Democrat,-0.365,0.163
111,"McMORRIS RODGERS, Cathy",WA,5,Republican,0.436,0.098
111,"REICHERT, David G.",WA,8,Republican,0.224,-0.146
111,"HASTINGS, Richard Norman (Doc)",WA,4,Republican,0.416,0.411
111,"SMITH, Adam",WA,9,Democrat,-0.291,-0.166
111,"INSLEE, Jay Robert",WA,1,Democrat,-0.33,-0.194
111,"BAIRD, Brian",WA,3,Democrat,-0.342,0.257
111,"RAHALL, Nick Joe, II",WV,3,Democrat,-0.306,0.45
111,"MOLLOHAN, Alan Bowlby",WV,1,Democrat,-0.292,0.657
111,"CAPITO, Shelley Moore",WV,2,Republican,0.283,0.144
111,"OBEY, David Ross",WI,7,Democrat,-0.45,-0.063
111,"SENSENBRENNER, Frank James, Jr.",WI,5,Republican,0.638,-0.579
111,"PETRI, Thomas Evert",WI,6,Republican,0.379,-0.367
111,"MOORE, Gwendolynne S. (Gwen)",WI,4,Democrat,-0.522,-0.271
111,"KAGEN, Steven",WI,8,Democrat,-0.317,0.057
111,"KIND, Ron",WI,3,Democrat,-0.26,-0.08
111,"RYAN, Paul D.",WI,1,Republican,0.556,-0.25
111,"BALDWIN, Tammy",WI,2,Democrat,-0.487,-0.125
111,"LUMMIS, Cynthia M.",WY,1,Republican,0.686,-0.33
112,"BONNER, Jr., Josiah Robins (Jo)",AL,1,Republican,0.367,0.513
112,"ROGERS, Mike Dennis",AL,3,Republican,0.379,0.377
112,"SEWELL, Terri",AL,7,Democrat,-0.4,0.392
112,"ROBY, Martha",AL,2,Republican,0.362,0.658
112,"BROOKS, Mo",AL,5,Republican,0.652,-0.417
112,"BACHUS, Spencer T., III",AL,6,Republican,0.387,0.228
112,"ADERHOLT, Robert",AL,4,Republican,0.405,0.468
112,"YOUNG, Donald Edwin",AK,1,Republican,0.283,0.022
112,"FLAKE, Jeff",AZ,6,Republican,0.855,-0.518
112,"FRANKS, Trent",AZ,2,Republican,0.749,0.087
112,"GRIJALVA, Raúl M.",AZ,7,Democrat,-0.598,-0.264
112,"GOSAR, Paul",AZ,1,Republican,0.703,-0.517
112,"QUAYLE, Ben",AZ,3,Republican,0.712,0.222
112,"SCHWEIKERT, David",AZ,5,Republican,0.553,-0.218
112,"BARBER, Ron",AZ,8,Democrat,-0.123,0.001
112,"PASTOR, Ed",AZ,4,Democrat,-0.421,0.12
112,"ROSS, Michael Avery",AR,4,Democrat,-0.201,0.89
112,"CRAWFORD, Rick",AR,1,Republican,0.46,0.31
112,"GRIFFIN, Tim",AR,2,Republican,0.41,0.421
112,"WOMACK, Steve",AR,3,Republican,0.348,0.636
112,"STARK, Fortney Hillman (Pete), Jr.",CA,13,Democrat,-0.631,-0.605
112,"MILLER, George",CA,7,Democrat,-0.552,-0.398
112,"WAXMAN, Henry Arnold",CA,30,Democrat,-0.473,-0.343
112,"LEWIS, Charles Jeremy (Jerry)",CA,41,Republican,0.348,-0.101
112,"LUNGREN, Daniel Edward",CA,3,Republican,0.497,-0.054
112,"DREIER, David Timothy",CA,26,Republican,0.478,-0.084
112,"BERMAN, Howard Lawrence",CA,28,Democrat,-0.404,-0.286
112,"GALLEGLY, Elton W.",CA,24,Republican,0.402,-0.1
112,"HERGER, Walter William (Wally)",CA,2,Republican,0.551,0.117
112,"PELOSI, Nancy",CA,8,Democrat,-0.489,-0.179
112,"ROHRABACHER, Dana",CA,46,Republican,0.626,-0.417
112,"HONDA, Mike",CA,15,Democrat,-0.529,-0.482
112,"SCHIFF, Adam",CA,29,Democrat,-0.353,-0.114
112,"ISSA, Darrell",CA,49,Republican,0.478,0.024
112,"DAVIS, Susan A.",CA,53,Democrat,-0.343,-0.103
112,"CARDOZA, Dennis A.",CA,18,Democrat,-0.262,0.609
112,"NUNES, Devin",CA,21,Republican,0.45,0.223
112,"SÁNCHEZ, Linda T.",CA,39,Democrat,-0.508,-0.131
112,"COSTA, Jim",CA,20,Democrat,-0.198,0.448
112,"MATSUI, Doris",CA,5,Democrat,-0.434,-0.142
112,"CAMPBELL, John (of California)",CA,48,Republican,0.748,-0.415
112,"McNERNEY, Jerry",CA,11,Democrat,-0.263,-0.159
112,"MCCARTHY, Kevin",CA,22,Republican,0.453,0.233
112,"RICHARDSON, Laura",CA,37,Democrat,-0.339,-0.022
112,"SPEIER, Karen Lorraine Jacqueline (Jackie)",CA,12,Democrat,-0.381,-0.41
112,"McCLINTOCK, Tom",CA,4,Republican,0.671,-0.365
112,"CHU, Judy",CA,32,Democrat,-0.482,-0.37
112,"GARAMENDI, John",CA,10,Democrat,-0.314,-0.098
112,"HUNTER, Duncan Duane",CA,52,Republican,0.539,0.085
112,"DENHAM, Jeff",CA,19,Republican,0.306,0.212
112,"BASS, Karen",CA,33,Democrat,-0.584,-0.098
112,"HAHN, Janice",CA,36,Democrat,-0.39,-0.376
112,"WATERS, Maxine",CA,35,Democrat,-0.656,-0.095
112,"WOOLSEY, Lynn C.",CA,6,Democrat,-0.556,-0.529
112,"ESHOO, Anna Georges",CA,14,Democrat,-0.379,-0.372
112,"FARR, Sam",CA,17,Democrat,-0.455,-0.219
112,"McKEON, Howard P. (Buck)",CA,25,Republican,0.396,0.208
112,"BECERRA, Xavier",CA,31,Democrat,-0.512,-0.283
112,"ROYBAL-ALLARD, Lucille",CA,34,Democrat,-0.469,-0.171
112,"ROYCE, Edward Randall",CA,40,Republican,0.657,-0.353
112,"CALVERT, Ken",CA,44,Republican,0.339,0.276
112,"FILNER, Bob",CA,51,Democrat,-0.652,0.002
112,"LOFGREN, Zoe",CA,16,Democrat,-0.397,-0.402
112,"BILBRAY, Brian P.",CA,50,Republican,0.392,-0.376
112,"SHERMAN, Brad",CA,27,Democrat,-0.344,-0.137
112,"SANCHEZ, Loretta",CA,47,Democrat,-0.367,0.025
112,"CAPPS, Lois",CA,23,Democrat,-0.389,-0.227
112,"BONO, Mary",CA,45,Republican,0.353,-0.218
112,"LEE, Barbara",CA,9,Democrat,-0.676,-0.582
112,"THOMPSON, Michael",CA,1,Democrat,-0.392,0.072
112,"NAPOLITANO, Grace Flores",CA,38,Democrat,-0.448,-0.247
112,"MILLER, Gary G.",CA,42,Republican,0.478,0.222
112,"BACA, Joe",CA,43,Democrat,-0.349,0.292
112,"LAMBORN, Doug",CO,5,Republican,0.665,0.257
112,"PERLMUTTER, Ed",CO,7,Democrat,-0.282,0.072
112,"POLIS, Jared",CO,2,Democrat,-0.278,-0.692
112,"COFFMAN, Mike",CO,6,Republican,0.492,-0.213
112,"TIPTON, Scott",CO,3,Republican,0.451,-0.023
112,"GARDNER, Cory",CO,4,Republican,0.444,-0.029
112,"DeGETTE, Diana",CO,1,Democrat,-0.431,-0.307
112,"COURTNEY, Joe",CT,2,Democrat,-0.337,0.041
112,"MURPHY, Christopher",CT,5,Democrat,-0.284,-0.248
112,"HIMES, James A.",CT,4,Democrat,-0.241,-0.21
112,"DeLAURO, Rosa L.",CT,3,Democrat,-0.414,-0.108
112,"LARSON, John B.",CT,1,Democrat,-0.396,-0.039
112,"CARNEY, John C., Jr.",DE,1,Democrat,-0.256,-0.142
112,"YOUNG, Charles William (Bill)",FL,10,Republican,0.325,-0.112
112,"STEARNS, Clifford Bundy",FL,6,Republican,0.554,-0.075
112,"ROS-LEHTINEN, Ileana",FL,18,Republican,0.244,-0.225
112,"MILLER, Jefferson B. (Jeff)",FL,1,Republican,0.633,0.155
112,"CRENSHAW, Ander",FL,4,Republican,0.333,0.337
112,"DIAZ-BALART, Mario",FL,21,Republican,0.281,0.158
112,"MACK, Connie, IV",FL,14,Republican,0.601,-0.16
112,"WASSERMAN SCHULTZ, Debbie",FL,20,Democrat,-0.415,0.102
112,"CASTOR, Kathy",FL,11,Democrat,-0.438,0.072
112,"BUCHANAN, Vernon G.",FL,13,Republican,0.361,-0.083
112,"BILIRAKIS, Gus",FL,9,Republican,0.423,-0.03
112,"POSEY, Bill",FL,15,Republican,0.533,-0.353
112,"ROONEY, Thomas J.",FL,16,Republican,0.458,0.013
112,"DEUTCH, Theodore E. (Ted)",FL,19,Democrat,-0.401,-0.078
112,"SOUTHERLAND, Steve",FL,2,Republican,0.56,0.063
112,"NUGENT, Richard",FL,5,Republican,0.483,0.077
112,"WEBSTER, Daniel A.",FL,8,Republican,0.524,-0.079
112,"ROSS, Dennis",FL,12,Republican,0.531,0.099
112,"WILSON, Frederica",FL,17,Democrat,-0.477,-0.006
112,"WEST, Allen",FL,22,Republican,0.451,0.043
112,"ADAMS, Sandra (Sandy)",FL,24,Republican,0.577,0.043
112,"RIVERA, David",FL,25,Republican,0.257,0.349
112,"BROWN, Corrine",FL,3,Democrat,-0.429,0.192
112,"MICA, John L.",FL,7,Republican,0.453,0.137
112,"HASTINGS, Alcee Lamar",FL,23,Democrat,-0.564,0.157
112,"LEWIS, John R.",GA,5,Democrat,-0.589,-0.221
112,"GINGREY, Phil",GA,11,Republican,0.561,0.272
112,"SCOTT, David",GA,13,Democrat,-0.304,0.168
112,"PRICE, Tom",GA,6,Republican,0.644,-0.073
112,"WESTMORELAND, Lynn A.",GA,3,Republican,0.672,0.189
112,"BARROW, John",GA,12,Democrat,-0.119,0.46
112,"JOHNSON, Hank",GA,4,Democrat,-0.477,-0.053
112,"BROUN, Paul C., Jr.",GA,10,Republican,0.913,-0.408
112,"GRAVES, Tom",GA,9,Republican,0.716,-0.002
112,"WOODALL, Rob",GA,7,Republican,0.593,-0.173
112,"SCOTT, Austin",GA,8,Republican,0.537,0.363
112,"KINGSTON, Jack",GA,1,Republican,0.54,0.302
112,"BISHOP, Sanford Dixon, Jr.",GA,2,Democrat,-0.287,0.446
112,"HIRONO, Mazie",HI,2,Democrat,-0.515,-0.097
112,"HANABUSA, Colleen",HI,1,Democrat,-0.37,0.004
112,"LABRADOR, Raúl R.",ID,1,Republican,0.735,-0.571
112,"SIMPSON, Michael K.",ID,2,Republican,0.296,0.312
112,"COSTELLO, Jerry Francis",IL,12,Democrat,-0.317,0.657
112,"JOHNSON, Timothy V.",IL,15,Republican,0.264,-0.52
112,"LIPINSKI, Daniel",IL,3,Democrat,-0.227,0.176
112,"ROSKAM, Peter",IL,6,Republican,0.429,0.018
112,"SCHOCK, Aaron",IL,18,Republican,0.311,0.185
112,"QUIGLEY, Mike",IL,5,Democrat,-0.326,-0.231
112,"WALSH, Joe",IL,8,Republican,0.708,-0.707
112,"DOLD, Robert",IL,10,Republican,0.2,-0.199
112,"KINZINGER, Adam",IL,11,Republican,0.234,0.382
112,"HULTGREN, Randy",IL,14,Republican,0.49,-0.034
112,"SCHILLING, Bobby",IL,17,Republican,0.364,0.009
112,"RUSH, Bobby L.",IL,1,Democrat,-0.479,-0.203
112,"GUTIÉRREZ, Luis V.",IL,4,Democrat,-0.487,-0.26
112,"MANZULLO, Donald A.",IL,16,Republican,0.51,0
112,"JACKSON, Jesse L., Jr.",IL,2,Democrat,-0.538,-0.513
112,"DAVIS, Danny K.",IL,7,Democrat,-0.487,-0.266
112,"SHIMKUS, John M.",IL,19,Republican,0.375,0.154
112,"SCHAKOWSKY, Janice D.",IL,9,Democrat,-0.602,-0.291
112,"BIGGERT, Judy Borg",IL,13,Republican,0.323,-0.372
112,"BURTON, Danny Lee",IN,5,Republican,0.585,-0.026
112,"VISCLOSKY, Peter",IN,1,Democrat,-0.402,0.244
112,"PENCE, Mike",IN,6,Republican,0.655,0.088
112,"DONNELLY, Joe",IN,2,Democrat,-0.119,0.435
112,"CARSON, André",IN,7,Democrat,-0.436,0.03
112,"STUTZMAN, Marlin",IN,3,Republican,0.723,-0.109
112,"ROKITA, Todd",IN,4,Republican,0.602,-0.16
112,"BUCSHON, Larry",IN,8,Republican,0.38,0.385
112,"YOUNG, Todd",IN,9,Republican,0.438,-0.023
112,"KING, Steve",IA,5,Republican,0.613,0.171
112,"BRALEY, Bruce",IA,1,Democrat,-0.31,-0.205
112,"LOEBSACK, Dave",IA,2,Democrat,-0.276,-0.027
112,"LATHAM, Thomas",IA,4,Republican,0.302,0.308
112,"BOSWELL, Leonard L.",IA,3,Democrat,-0.238,0.289
112,"JENKINS, Lynn",KS,2,Republican,0.523,0.004
112,"HUELSKAMP, Tim",KS,1,Republican,0.744,-0.466
112,"YODER, Kevin",KS,3,Republican,0.558,0.03
112,"POMPEO, Mike",KS,4,Republican,0.66,0.164
112,"ROGERS, Harold Dallas (Hal)",KY,5,Republican,0.333,0.152
112,"CHANDLER, A. B. (Ben)",KY,6,Democrat,-0.232,0.516
112,"YARMUTH, John",KY,3,Democrat,-0.378,-0.275
112,"GUTHRIE, Brett",KY,2,Republican,0.428,0.269
112,"WHITFIELD, Wayne Edward (Ed)",KY,1,Republican,0.303,0.182
112,"MASSIE, Thomas",KY,4,Republican,0.678,-0.735
112,"BOUSTANY, Charles W.",LA,7,Republican,0.392,0.308
112,"SCALISE, Steve",LA,1,Republican,0.558,0.165
112,"FLEMING, John",LA,4,Republican,0.59,0.022
112,"CASSIDY, Bill",LA,6,Republican,0.464,-0.047
112,"RICHMOND, Cedric",LA,2,Democrat,-0.486,0.332
112,"LANDRY, Jeff",LA,3,Republican,0.614,-0.112
112,"ALEXANDER, Rodney",LA,5,Republican,0.331,0.408
112,"MICHAUD, Michael H.",ME,2,Democrat,-0.283,-0.071
112,"PINGREE, Chellie",ME,1,Democrat,-0.423,-0.365
112,"HOYER, Steny Hamilton",MD,5,Democrat,-0.381,0.122
112,"RUPPERSBERGER, C. A. (Dutch)",MD,2,Democrat,-0.299,0.12
112,"VAN HOLLEN, Christopher",MD,8,Democrat,-0.397,-0.223
112,"SARBANES, John",MD,3,Democrat,-0.466,-0.078
112,"EDWARDS, Donna F.",MD,4,Democrat,-0.562,-0.294
112,"HARRIS, Andy",MD,1,Republican,0.673,-0.373
112,"BARTLETT, Roscoe Gardner",MD,6,Republican,0.493,-0.091
112,"CUMMINGS, Elijah Eugene",MD,7,Democrat,-0.438,-0.148
112,"MARKEY, Edward John",MA,7,Democrat,-0.517,-0.469
112,"FRANK, Barney",MA,4,Democrat,-0.499,-0.534
112,"NEAL, Richard Edmund",MA,2,Democrat,-0.417,-0.106
112,"LYNCH, Stephen F.",MA,9,Democrat,-0.344,0.048
112,"TSONGAS, Nicola S. (Niki)",MA,5,Democrat,-0.396,-0.199
112,"KEATING, William R.",MA,10,Democrat,-0.329,-0.1
112,"OLVER, John Walter",MA,1,Democrat,-0.577,-0.207
112,"McGOVERN, James P.",MA,3,Democrat,-0.538,-0.341
112,"TIERNEY, John F.",MA,6,Democrat,-0.488,-0.433
112,"CAPUANO, Michael Everett",MA,8,Democrat,-0.58,-0.082
112,"DINGELL, John David, Jr.",MI,15,Democrat,-0.448,0.313
112,"CONYERS, John, Jr.",MI,14,Democrat,-0.658,-0.512
112,"KILDEE, Dale Edward",MI,5,Democrat,-0.385,0.011
112,"LEVIN, Sander Martin",MI,12,Democrat,-0.379,-0.091
112,"UPTON, Frederick Stephen",MI,6,Republican,0.32,-0.355
112,"ROGERS, Mike",MI,8,Republican,0.4,0.098
112,"MILLER, Candice S.",MI,10,Republican,0.343,-0.001
112,"WALBERG, Tim",MI,7,Republican,0.499,0.159
112,"PETERS, Gary C.",MI,9,Democrat,-0.248,-0.184
112,"BENISHEK, Dan",MI,1,Republican,0.491,-0.15
112,"HUIZENGA, Bill",MI,2,Republican,0.532,0.047
112,"AMASH, Justin",MI,3,Republican,0.654,-0.757
112,"CLARKE, Hansen",MI,13,Democrat,-0.478,-0.192
112,"CAMP, David Lee",MI,4,Republican,0.385,-0.048
112,"CURSON, David Alan",MI,11,Democrat,-0.409,0.81
112,"McCOLLUM, Betty",MN,4,Democrat,-0.419,-0.185
112,"KLINE, John",MN,2,Republican,0.49,0.154
112,"WALZ, Tim",MN,1,Democrat,-0.275,0.131
112,"ELLISON, Keith",MN,5,Democrat,-0.537,-0.58
112,"BACHMANN, Michele",MN,6,Republican,0.584,-0.03
112,"PAULSEN, Erik",MN,3,Republican,0.402,-0.191
112,"CRAVAACK, Chip",MN,8,Republican,0.366,0.144
112,"PETERSON, Collin Clark",MN,7,Democrat,-0.148,0.712
112,"HARPER, Gregg",MS,3,Republican,0.384,0.48
112,"NUNNELEE, Alan",MS,1,Republican,0.488,0.574
112,"PALAZZO, Steven",MS,4,Republican,0.535,0.45
112,"THOMPSON, Bennie",MS,2,Democrat,-0.519,0.391
112,"AKIN, W. Todd",MO,2,Republican,0.612,0.235
112,"GRAVES, Samuel",MO,6,Republican,0.448,0.164
112,"CLAY, William Lacy, Jr.",MO,1,Democrat,-0.481,-0.078
112,"CARNAHAN, Russ",MO,3,Democrat,-0.347,-0.005
112,"CLEAVER, Emanuel, II",MO,5,Democrat,-0.453,-0.001
112,"LUETKEMEYER, Blaine",MO,9,Republican,0.45,0.247
112,"HARTZLER, Vicky",MO,4,Republican,0.478,0.229
112,"LONG, Billy",MO,7,Republican,0.544,0.244
112,"EMERSON, Jo Ann",MO,8,Republican,0.269,0.274
112,"REHBERG, Denny",MT,1,Republican,0.337,0.244
112,"FORTENBERRY, Jeff",NE,1,Republican,0.304,-0.061
112,"SMITH, Adrian",NE,3,Republican,0.511,0.251
112,"TERRY, Lee Raymond",NE,2,Republican,0.426,-0.067
112,"HECK, Joe",NV,3,Republican,0.324,0.014
112,"AMODEI, Mark E.",NV,2,Republican,0.384,0.209
112,"BERKLEY, Shelley",NV,1,Democrat,-0.302,0.024
112,"GUINTA, Frank",NH,1,Republican,0.433,0.164
112,"BASS, Charles Foster",NH,2,Republican,0.331,-0.556
112,"SMITH, Christopher Henry",NJ,4,Republican,0.181,-0.173
112,"PALLONE, Frank, Jr.",NJ,6,Democrat,-0.402,-0.162
112,"GARRETT, Scott",NJ,5,Republican,0.688,-0.243
112,"SIRES, Albio",NJ,13,Democrat,-0.404,0.098
112,"LANCE, Leonard",NJ,7,Republican,0.329,-0.237
112,"RUNYAN, Jon",NJ,3,Republican,0.222,0.089
112,"ANDREWS, Robert Ernest",NJ,1,Democrat,-0.297,-0.119
112,"LoBIONDO, Frank A.",NJ,2,Republican,0.211,-0.224
112,"FRELINGHUYSEN, Rodney P.",NJ,11,Republican,0.292,-0.262
112,"PASCRELL, William J., Jr.",NJ,8,Democrat,-0.369,-0.004
112,"ROTHMAN, Steven",NJ,9,Democrat,-0.352,-0.092
112,"HOLT, Rush",NJ,12,Democrat,-0.463,-0.33
112,"PAYNE, Donald, Jr.",NJ,10,Democrat,-0.52,-0.096
112,"PEARCE, Stevan",NM,2,Republican,0.472,0.064
112,"HEINRICH, Martin",NM,1,Democrat,-0.333,-0.006
112,"LUJÁN, Ben Ray",NM,3,Democrat,-0.378,0.026
112,"RANGEL, Charles B.",NY,15,Democrat,-0.514,-0.341
112,"ACKERMAN, Gary Leonard",NY,5,Democrat,-0.429,-0.165
112,"TOWNS, Edolphus",NY,10,Democrat,-0.519,-0.132
112,"SLAUGHTER, Louise McIntosh",NY,28,Democrat,-0.465,-0.104
112,"ENGEL, Eliot Lance",NY,17,Democrat,-0.408,-0.093
112,"LOWEY, Nita M.",NY,18,Democrat,-0.389,-0.152
112,"ISRAEL, Steve",NY,2,Democrat,-0.334,-0.051
112,"BISHOP, Timothy H.",NY,1,Democrat,-0.338,-0.05
112,"HIGGINS, Brian",NY,27,Democrat,-0.348,-0.032
112,"CLARKE, Yvette Diane",NY,11,Democrat,-0.607,-0.26
112,"TONKO, Paul",NY,21,Democrat,-0.416,-0.262
112,"OWENS, William",NY,23,Democrat,-0.182,0.409
112,"REED, Thomas W. II",NY,29,Republican,0.269,0.12
112,"GRIMM, Michael G.",NY,13,Republican,0.219,0.136
112,"HAYWORTH, Nan",NY,19,Republican,0.282,-0.182
112,"GIBSON, Christopher",NY,20,Republican,0.203,-0.455
112,"HANNA, Richard",NY,24,Republican,0.215,-0.145
112,"BUERKLE, Ann Marie",NY,25,Republican,0.579,0.253
112,"HOCHUL, Kathleen C.",NY,26,Democrat,-0.239,0.317
112,"TURNER, Robert L.",NY,9,Republican,0.281,0.302
112,"SERRANO, José E.",NY,16,Democrat,-0.491,-0.377
112,"KING, Peter T.",NY,3,Republican,0.259,-0.03
112,"NADLER, Jerrold Lewis",NY,8,Democrat,-0.507,-0.479
112,"VELÁZQUEZ, Nydia M.",NY,12,Democrat,-0.547,-0.367
112,"MALONEY, Carolyn Bosher",NY,14,Democrat,-0.387,-0.285
112,"HINCHEY, Maurice Dunlea",NY,22,Democrat,-0.575,-0.007
112,"McCARTHY, Carolyn",NY,4,Democrat,-0.294,-0.04
112,"MEEKS, Gregory W.",NY,6,Democrat,-0.416,-0.063
112,"CROWLEY, Joseph",NY,7,Democrat,-0.412,-0.07
112,"COBLE, Howard",NC,6,Republican,0.52,-0.081
112,"PRICE, David Eugene",NC,4,Democrat,-0.343,-0.03
112,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",NC,1,Democrat,-0.404,0.184
112,"MILLER, Brad",NC,13,Democrat,-0.376,0.063
112,"FOXX, Virginia Ann",NC,5,Republican,0.623,0.175
112,"McHENRY, Patrick T.",NC,10,Republican,0.524,0.156
112,"SHULER, Heath",NC,11,Democrat,-0.07,0.224
112,"KISSELL, Larry",NC,8,Democrat,-0.182,0.375
112,"ELLMERS, Renee",NC,2,Republican,0.406,0.338
112,"WATT, Melvin L.",NC,12,Democrat,-0.526,-0.155
112,"JONES, Walter Beaman, Jr.",NC,3,Republican,0.244,-0.362
112,"MYRICK, Sue",NC,9,Republican,0.56,0.027
112,"McINTYRE, Mike",NC,7,Democrat,-0.148,0.56
112,"BERG, Rick",ND,1,Republican,0.328,0.427
112,"KAPTUR, Marcia Carolyn (Marcy)",OH,9,Democrat,-0.343,0.132
112,"TIBERI, Patrick (Pat)",OH,12,Republican,0.386,-0.026
112,"TURNER, Michael R.",OH,3,Republican,0.266,0.254
112,"RYAN, Timothy J.",OH,17,Democrat,-0.402,0.208
112,"SCHMIDT, Jean",OH,2,Republican,0.467,-0.1
112,"JORDAN, Jim",OH,4,Republican,0.712,-0.182
112,"SUTTON, Betty",OH,13,Democrat,-0.44,0.165
112,"LATTA, Robert E.",OH,5,Republican,0.509,0.285
112,"AUSTRIA, Steve",OH,7,Republican,0.367,0.305
112,"FUDGE, Marcia L.",OH,11,Democrat,-0.581,0.14
112,"JOHNSON, Bill",OH,6,Republican,0.436,0.235
112,"STIVERS, Steve",OH,15,Republican,0.3,0.269
112,"RENACCI, Jim",OH,16,Republican,0.387,0.143
112,"GIBBS, Bob",OH,18,Republican,0.484,0.284
112,"BOEHNER, John Andrew",OH,8,Republican,0.513,0.04
112,"CHABOT, Steve",OH,1,Republican,0.542,-0.137
112,"LaTOURETTE, Steven C.",OH,14,Republican,0.211,-0.063
112,"KUCINICH, Dennis",OH,10,Democrat,-0.582,0.024
112,"SULLIVAN, John",OK,1,Republican,0.513,0.173
112,"COLE, Tom",OK,4,Republican,0.323,0.412
112,"BOREN, Daniel David",OK,2,Democrat,-0.112,0.994
112,"LANKFORD, James",OK,5,Republican,0.591,0.147
112,"LUCAS, Frank D.",OK,3,Republican,0.361,0.452
112,"DeFAZIO, Peter Anthony",OR,4,Democrat,-0.427,-0.002
112,"SCHRADER, Kurt",OR,5,Democrat,-0.182,0.054
112,"BONAMICI, Suzanne",OR,1,Democrat,-0.399,-0.417
112,"BLUMENAUER, Earl",OR,3,Democrat,-0.426,-0.626
112,"WALDEN, Greg",OR,2,Republican,0.333,-0.011
112,"SHUSTER, William (Bill)",PA,9,Republican,0.374,0.323
112,"PLATTS, Todd",PA,19,Republican,0.252,-0.15
112,"GERLACH, Jim",PA,6,Republican,0.221,-0.107
112,"MURPHY, Timothy",PA,18,Republican,0.258,0.198
112,"FITZPATRICK, Michael G.",PA,8,Republican,0.202,-0.186
112,"SCHWARTZ, Allyson Y.",PA,13,Democrat,-0.343,-0.008
112,"DENT, Charles W.",PA,15,Republican,0.244,-0.085
112,"ALTMIRE, Jason",PA,4,Democrat,-0.133,0.59
112,"THOMPSON, Glenn",PA,5,Republican,0.335,0.335
112,"CRITZ, Mark S.",PA,12,Democrat,-0.326,0.945
112,"KELLY, Mike",PA,3,Republican,0.377,0.396
112,"MEEHAN, Patrick",PA,7,Republican,0.22,0.076
112,"MARINO, Thomas A.",PA,10,Republican,0.352,0.477
112,"BARLETTA, Lou",PA,11,Republican,0.278,0.393
112,"HOLDEN, Thomas Timothy (Tim)",PA,17,Democrat,-0.233,0.608
112,"FATTAH, Chaka",PA,2,Democrat,-0.472,-0.054
112,"DOYLE, Michael F.",PA,14,Democrat,-0.331,0.099
112,"PITTS, Joseph R.",PA,16,Republican,0.538,0.012
112,"BRADY, Robert A.",PA,1,Democrat,-0.484,0.225
112,"LANGEVIN, James",RI,2,Democrat,-0.375,0.114
112,"CICILLINE, David N.",RI,1,Democrat,-0.389,-0.262
112,"WILSON, Addison Graves (Joe)",SC,2,Republican,0.53,0.16
112,"SCOTT, Tim",SC,1,Republican,0.629,0.021
112,"DUNCAN, Jeff",SC,3,Republican,0.695,-0.095
112,"GOWDY, Trey",SC,4,Republican,0.655,-0.002
112,"MULVANEY, Mick",SC,5,Republican,0.75,-0.592
112,"CLYBURN, James Enos",SC,6,Democrat,-0.467,0.245
112,"NOEM, Kristi",SD,1,Republican,0.398,0.326
112,"COOPER, James Hayes Shofner",TN,5,Democrat,-0.164,-0.033
112,"DUNCAN, John J., Jr.",TN,2,Republican,0.604,-0.476
112,"BLACKBURN, Marsha",TN,7,Republican,0.632,0.14
112,"COHEN, Stephen",TN,9,Democrat,-0.39,-0.294
112,"ROE, David P. (Phil)",TN,1,Republican,0.486,0.024
112,"FLEISCHMANN, Chuck",TN,3,Republican,0.432,0.393
112,"DESJARLAIS, Scott",TN,4,Republican,0.578,-0.047
112,"BLACK, Diane",TN,6,Republican,0.58,0.219
112,"FINCHER, Stephen Lee",TN,8,Republican,0.526,0.181
112,"PAUL, Ronald Ernest",TX,14,Republican,0.863,-0.505
112,"BARTON, Joe Linus",TX,6,Republican,0.528,0.047
112,"SMITH, Lamar Seeligson",TX,21,Republican,0.425,0.061
112,"CULBERSON, John",TX,7,Republican,0.503,0.366
112,"HENSARLING, Jeb",TX,5,Republican,0.703,0.04
112,"NEUGEBAUER, Randy",TX,19,Republican,0.628,0.322
112,"BURGESS, Michael C.",TX,26,Republican,0.565,-0.164
112,"CARTER, John R.",TX,31,Republican,0.486,0.553
112,"GOHMERT, Louie",TX,1,Republican,0.644,-0.406
112,"POE, Ted",TX,2,Republican,0.594,-0.029
112,"GREEN, Al",TX,9,Democrat,-0.447,0.262
112,"McCAUL, Michael T.",TX,10,Republican,0.411,0.172
112,"CONAWAY, K. Michael",TX,11,Republican,0.593,0.367
112,"MARCHANT, Kenny",TX,24,Republican,0.6,0.154
112,"CUELLAR, Henry",TX,28,Democrat,-0.225,0.633
112,"OLSON, Pete",TX,22,Republican,0.548,0.308
112,"FLORES, Bill",TX,17,Republican,0.572,0.293
112,"CANSECO, Francisco (Quico)",TX,23,Republican,0.571,0.522
112,"FARENTHOLD, Blake",TX,27,Republican,0.548,0.016
112,"JOHNSON, Sam",TX,3,Republican,0.61,0.277
112,"DOGGETT, Lloyd Alton, II",TX,25,Democrat,-0.403,-0.331
112,"THORNBERRY, William McClellan (Mac)",TX,13,Republican,0.525,0.313
112,"JACKSON LEE, Sheila",TX,18,Democrat,-0.459,0.121
112,"SESSIONS, Pete",TX,32,Republican,0.584,0.173
112,"BRADY, Kevin Patrick",TX,8,Republican,0.52,0.239
112,"GRANGER, Kay",TX,12,Republican,0.403,0.243
112,"HINOJOSA, Rubén",TX,15,Democrat,-0.34,0.235
112,"REYES, Silvestre",TX,16,Democrat,-0.321,0.304
