congress,bioname,state_abbrev,district_code,party,nominate_dim1,nominate_dim2
102,"FIELDS, Jack Milton, Jr.",TX,8,Republican,0.541,-0.128
102,"HALL, Ralph Moody",TX,4,Democrat,0.096,0.995
102,"ANDREWS, Michael Allen",TX,25,Democrat,-0.135,0.32
102,"BRYANT, John Wiley",TX,5,Democrat,-0.358,0.135
102,"COLEMAN, Ronald D'Emory",TX,16,Democrat,-0.402,0.548
102,"ORTIZ, Solomon P.",TX,27,Democrat,-0.272,0.712
102,"BARTON, Joe Linus",TX,6,Republican,0.528,0.047
102,"BUSTAMANTE, Albert G.",TX,23,Democrat,-0.392,0.667
102,"COMBEST, Larry Ed",TX,19,Republican,0.458,0.555
102,"DeLAY, Thomas Dale",TX,22,Republican,0.593,0.059
102,"ARMEY, Richard Keith",TX,26,Republican,0.635,-0.089
102,"CHAPMAN, Jim",TX,1,Democrat,-0.198,0.657
102,"SMITH, Lamar Seeligson",TX,21,Republican,0.425,0.061
102,"LAUGHLIN, Gregory H.",TX,14,Democrat,-0.097,0.858
102,"SARPALIUS, William",TX,13,Democrat,-0.078,0.997
102,"GEREN, Preston M. (Pete)",TX,12,Democrat,-0.032,0.729
102,"JOHNSON, Sam",TX,3,Republican,0.61,0.277
102,"EDWARDS, Thomas Chester (Chet)",TX,11,Democrat,-0.226,0.5
102,"WASHINGTON, Craig Anthony",TX,18,Democrat,-0.766,-0.439
102,"OWENS, Douglas Wayne",UT,2,Democrat,-0.253,-0.237
102,"HANSEN, James Vear",UT,1,Republican,0.496,0.143
102,"ORTON, William",UT,3,Democrat,-0.086,0.483
102,"BLILEY, Thomas Jerome, Jr.",VA,3,Republican,0.382,-0.13
102,"WOLF, Frank Rudolph",VA,10,Republican,0.284,-0.213
102,"BATEMAN, Herbert Harvell",VA,1,Republican,0.242,0.191
102,"BOUCHER, Frederick C.",VA,9,Democrat,-0.265,0.189
102,"OLIN, James R.",VA,6,Democrat,-0.119,0.05
102,"SISISKY, Norman",VA,4,Democrat,-0.122,0.453
102,"PICKETT, Owen Bradford",VA,2,Democrat,-0.149,0.555
102,"PAYNE, Lewis Franklin, Jr.",VA,5,Democrat,-0.148,0.418
102,"ALLEN, George",VA,7,Republican,0.409,-0.053
102,"MORAN, James P.",VA,8,Democrat,-0.302,-0.203
102,"FOLEY, Thomas Stephen",WA,5,Democrat,-0.354,0.192
102,"DICKS, Norman DeValois",WA,6,Democrat,-0.312,0.11
102,"SWIFT, Allan Byron",WA,2,Democrat,-0.43,0.099
102,"MORRISON, Sidney Wallace",WA,4,Republican,0.153,-0.158
102,"CHANDLER, Rodney Dennis",WA,8,Republican,0.254,-0.612
102,"MILLER, John Ripin",WA,1,Republican,0.168,-0.555
102,"McDERMOTT, James A.",WA,7,Democrat,-0.666,-0.197
102,"UNSOELD, Jolene",WA,3,Democrat,-0.52,-0.019
102,"RAHALL, Nick Joe, II",WV,4,Democrat,-0.306,0.45
102,"STAGGERS, Harley Orrin, Jr.",WV,2,Democrat,-0.315,0.158
102,"WISE, Robert Ellsworth, Jr.",WV,3,Democrat,-0.32,0.253
102,"MOLLOHAN, Alan Bowlby",WV,1,Democrat,-0.292,0.657
102,"OBEY, David Ross",WI,7,Democrat,-0.45,-0.063
102,"ASPIN, Leslie",WI,1,Democrat,-0.32,-0.125
102,"ROTH, Toby A.",WI,8,Republican,0.351,-0.21
102,"SENSENBRENNER, Frank James, Jr.",WI,9,Republican,0.638,-0.579
102,"PETRI, Thomas Evert",WI,6,Republican,0.379,-0.367
102,"GUNDERSON, Steven Craig",WI,3,Republican,0.203,-0.293
102,"MOODY, Jim",WI,5,Democrat,-0.347,-0.566
102,"KLECZKA, Gerald Daniel",WI,4,Democrat,-0.322,-0.093
102,"KLUG, Scott L.",WI,2,Republican,0.258,-0.713
102,"THOMAS, Craig Lyle",WY,1,Republican,0.446,-0.128
103,"BEVILL, Tom",AL,4,Democrat,-0.213,0.976
103,"CALLAHAN, Herbert Leon (Sonny)",AL,1,Republican,0.373,0.202
103,"BROWDER, John Glen",AL,3,Democrat,-0.165,0.826
103,"CRAMER, Robert E. (Bud), Jr.",AL,5,Democrat,-0.132,0.612
103,"EVERETT, Robert Terry",AL,2,Republican,0.414,0.528
103,"BACHUS, Spencer T., III",AL,6,Republican,0.387,0.228
103,"HILLIARD, Earl Frederick",AL,7,Democrat,-0.555,0.569
103,"YOUNG, Donald Edwin",AK,1,Republican,0.283,0.022
103,"STUMP, Robert Lee",AZ,3,Republican,0.703,0.203
103,"KOLBE, James Thomas",AZ,5,Republican,0.351,-0.534
103,"KYL, Jon Llewellyn",AZ,4,Republican,0.548,-0.413
103,"PASTOR, Ed",AZ,2,Democrat,-0.421,0.12
103,"COPPERSMITH, Samuel G.",AZ,1,Democrat,-0.238,-0.448
103,"ENGLISH, Karan",AZ,6,Democrat,-0.298,-0.253
103,"THORNTON, Raymond Hoyt (Ray), Jr.",AR,2,Democrat,-0.306,0.635
103,"LINCOLN, Blanche Lambert",AR,1,Democrat,-0.166,0.178
103,"HUTCHINSON, Timothy",AR,3,Republican,0.419,0.072
103,"DICKEY, Jay W., Jr.",AR,4,Republican,0.391,0.22
103,"BROWN, George Edward, Jr.",CA,42,Democrat,-0.506,-0.028
103,"EDWARDS, William Donlon (Don)",CA,16,Democrat,-0.599,-0.419
103,"DELLUMS, Ronald V.",CA,9,Democrat,-0.644,-0.646
103,"MOORHEAD, Carlos John",CA,27,Republican,0.465,-0.119
103,"STARK, Fortney Hillman (Pete), Jr.",CA,13,Democrat,-0.631,-0.605
103,"MILLER, George",CA,7,Democrat,-0.552,-0.398
103,"MINETA, Norman Y.",CA,15,Democrat,-0.479,-0.01
103,"WAXMAN, Henry Arnold",CA,29,Democrat,-0.473,-0.343
103,"BEILENSON, Anthony Charles",CA,24,Democrat,-0.44,-0.605
103,"DORNAN, Robert Kenneth",CA,46,Republican,0.49,-0.111
103,"DIXON, Julian Carey",CA,32,Democrat,-0.458,-0.076
103,"FAZIO, Victor Herbert, Jr.",CA,3,Democrat,-0.455,0.36
103,"LEWIS, Charles Jeremy (Jerry)",CA,40,Republican,0.348,-0.101
103,"MATSUI, Robert T.",CA,5,Democrat,-0.404,-0.03
103,"THOMAS, William Marshall",CA,21,Republican,0.371,-0.277
103,"DREIER, David Timothy",CA,28,Republican,0.478,-0.084
103,"HUNTER, Duncan Lee",CA,52,Republican,0.47,0.02
103,"LANTOS, Thomas Peter",CA,12,Democrat,-0.376,-0.033
103,"MARTÍNEZ, Matthew G.",CA,31,Democrat,-0.341,0.106
103,"BERMAN, Howard Lawrence",CA,26,Democrat,-0.404,-0.286
103,"LEHMAN, Richard Henry",CA,19,Democrat,-0.27,-0.036
103,"McCANDLESS, Alfred A.",CA,44,Republican,0.474,-0.225
103,"PACKARD, Ronald C.",CA,48,Republican,0.419,0.152
103,"TORRES, Esteban Edward",CA,34,Democrat,-0.487,0.012
103,"GALLEGLY, Elton W.",CA,23,Republican,0.402,-0.1
103,"HERGER, Walter William (Wally)",CA,2,Republican,0.551,0.117
103,"PELOSI, Nancy",CA,8,Democrat,-0.489,-0.179
103,"COX, Charles Christopher",CA,47,Republican,0.54,-0.236
103,"ROHRABACHER, Dana",CA,45,Republican,0.626,-0.417
103,"CONDIT, Gary Adrian",CA,18,Democrat,-0.103,0.3
103,"DOOLITTLE, John Taylor",CA,4,Republican,0.519,0.156
103,"DOOLEY, Calvin M.",CA,20,Democrat,-0.19,0.103
103,"WATERS, Maxine",CA,35,Democrat,-0.656,-0.095
103,"CUNNINGHAM, Randall (Duke)",CA,51,Republican,0.411,0.001
103,"HAMBURG, Daniel",CA,1,Democrat,-0.555,-0.5
103,"WOOLSEY, Lynn C.",CA,6,Democrat,-0.556,-0.529
103,"BAKER, William P.",CA,10,Republican,0.533,0.024
103,"POMBO, Richard William",CA,11,Republican,0.461,0.469
103,"ESHOO, Anna Georges",CA,14,Democrat,-0.379,-0.372
103,"FARR, Sam",CA,17,Democrat,-0.455,-0.219
103,"HUFFINGTON, Michael",CA,22,Republican,0.332,-0.541
103,"McKEON, Howard P. (Buck)",CA,25,Republican,0.396,0.208
103,"BECERRA, Xavier",CA,30,Democrat,-0.512,-0.283
103,"ROYBAL-ALLARD, Lucille",CA,33,Democrat,-0.469,-0.171
103,"HARMAN, Jane L.",CA,36,Democrat,-0.262,-0.12
103,"TUCKER, Walter R., III",CA,37,Democrat,-0.479,0.291
103,"HORN, John Stephen (Steve)",CA,38,Republican,0.167,-0.651
103,"ROYCE, Edward Randall",CA,39,Republican,0.657,-0.353
103,"KIM, Jay C.",CA,41,Republican,0.39,-0.084
103,"CALVERT, Ken",CA,43,Republican,0.339,0.276
103,"SCHENK, Lynn",CA,49,Democrat,-0.256,-0.297
103,"FILNER, Bob",CA,50,Democrat,-0.652,0.002
103,"SCHROEDER, Patricia Scott",CO,1,Democrat,-0.225,-0.974
103,"SCHAEFER, Daniel",CO,6,Republican,0.479,-0.123
103,"HEFLEY, Joel M.",CO,5,Republican,0.591,0.13
103,"SKAGGS, David Evans",CO,2,Democrat,-0.355,-0.187
103,"ALLARD, A. Wayne",CO,4,Republican,0.572,-0.121
103,"McINNIS, Scott",CO,3,Republican,0.391,-0.083
103,"GEJDENSON, Samuel",CT,2,Democrat,-0.416,-0.486
103,"KENNELLY, Barbara Bailey",CT,1,Democrat,-0.346,-0.13
103,"JOHNSON, Nancy Lee",CT,6,Republican,0.122,-0.513
103,"SHAYS, Christopher H.",CT,4,Republican,0.129,-0.992
103,"DeLAURO, Rosa L.",CT,3,Democrat,-0.414,-0.108
103,"FRANKS, Gary A.",CT,5,Republican,0.273,-0.519
103,"CASTLE, Michael Newbold",DE,1,Republican,0.229,-0.7
103,"GIBBONS, Sam Melville",FL,11,Democrat,-0.233,0.17
103,"YOUNG, Charles William (Bill)",FL,10,Republican,0.325,-0.112
103,"HUTTO, Earl Dewitt",FL,1,Democrat,-0.007,0.732
103,"McCOLLUM, Ira William, Jr. (Bill)",FL,8,Republican,0.377,-0.101
103,"SHAW, Eugene Clay, Jr.",FL,22,Republican,0.3,-0.142
103,"BILIRAKIS, Michael",FL,9,Republican,0.382,-0.219
103,"LEWIS, Thomas F.",FL,16,Republican,0.387,-0.324
103,"GOSS, Porter J.",FL,14,Republican,0.421,-0.394
103,"JOHNSTON, Harry A., II",FL,19,Democrat,-0.372,-0.376
103,"STEARNS, Clifford Bundy",FL,6,Republican,0.554,-0.075
103,"ROS-LEHTINEN, Ileana",FL,18,Republican,0.244,-0.225
103,"PETERSON, Douglas Brian (Pete)",FL,2,Democrat,-0.261,0.417
103,"BACCHUS, James",FL,15,Democrat,-0.236,-0.024
103,"BROWN, Corrine",FL,3,Democrat,-0.429,0.192
103,"FOWLER, Tillie Kidd",FL,4,Republican,0.329,-0.209
103,"THURMAN, Karen L.",FL,5,Democrat,-0.304,0.273
103,"MICA, John L.",FL,7,Republican,0.453,0.137
103,"CANADY, Charles Terrance",FL,12,Republican,0.382,0.031
103,"MILLER, Daniel",FL,13,Republican,0.453,-0.494
103,"MEEK, Carrie P.",FL,17,Democrat,-0.483,0.12
103,"DEUTSCH, Peter R.",FL,20,Democrat,-0.324,-0.115
103,"DIAZ-BALART, Lincoln",FL,21,Republican,0.243,-0.105
103,"HASTINGS, Alcee Lamar",FL,23,Democrat,-0.564,0.157
103,"GINGRICH, Newton Leroy",GA,6,Republican,0.377,-0.257
103,"ROWLAND, James Roy, Jr.",GA,8,Democrat,-0.127,0.616
103,"DARDEN, George (Buddy)",GA,7,Democrat,-0.161,0.691
103,"LEWIS, John R.",GA,5,Democrat,-0.589,-0.221
103,"KINGSTON, Jack",GA,1,Republican,0.54,0.302
103,"BISHOP, Sanford Dixon, Jr.",GA,2,Democrat,-0.287,0.446
103,"COLLINS, Michael Allen (Mac)",GA,3,Republican,0.536,0.324
103,"LINDER, John Elmer",GA,4,Republican,0.559,-0.008
103,"DEAL, John Nathan",GA,9,Democrat,-0.036,0.393
103,"JOHNSON, Clete Donald, Jr. (Don)",GA,10,Democrat,-0.168,0.132
103,"McKINNEY, Cynthia Ann",GA,11,Democrat,-0.533,-0.583
103,"MINK, Patsy Takemoto",HI,2,Democrat,-0.513,-0.067
103,"ABERCROMBIE, Neil",HI,1,Democrat,-0.432,-0.026
103,"LaROCCO, Larry",ID,1,Democrat,-0.243,0.239
103,"CRAPO, Michael Dean",ID,2,Republican,0.504,0.291
103,"MICHEL, Robert Henry",IL,18,Republican,0.372,-0.157
103,"ROSTENKOWSKI, Daniel David",IL,5,Democrat,-0.39,0.246
103,"YATES, Sidney Richard",IL,9,Democrat,-0.494,-0.494
103,"CRANE, Philip Miller",IL,8,Republican,0.739,0.023
103,"COLLINS, Cardiss",IL,7,Democrat,-0.552,-0.218
103,"HYDE, Henry John",IL,6,Republican,0.312,-0.18
103,"PORTER, John Edward",IL,10,Republican,0.217,-0.604
103,"DURBIN, Richard Joseph",IL,20,Democrat,-0.345,-0.306
103,"EVANS, Lane Allen",IL,17,Democrat,-0.454,-0.181
103,"LIPINSKI, William Oliver",IL,3,Democrat,-0.176,0.3
103,"FAWELL, Harris W.",IL,13,Republican,0.332,-0.616
103,"HASTERT, John Dennis",IL,14,Republican,0.443,-0.122
103,"COSTELLO, Jerry Francis",IL,12,Democrat,-0.317,0.657
103,"POSHARD, Glenn",IL,19,Democrat,-0.211,0.392
103,"SANGMEISTER, George Edward",IL,11,Democrat,-0.226,0.075
103,"EWING, Thomas W.",IL,15,Republican,0.361,-0.094
103,"RUSH, Bobby L.",IL,1,Democrat,-0.479,-0.203
103,"REYNOLDS, Mel",IL,2,Democrat,-0.489,-0.041
103,"GUTIÉRREZ, Luis V.",IL,4,Democrat,-0.487,-0.26
103,"MANZULLO, Donald A.",IL,16,Republican,0.51,0
103,"HAMILTON, Lee Herbert",IN,9,Democrat,-0.171,-0.053
103,"JACOBS, Andrew, Jr.",IN,10,Democrat,-0.07,-0.846
103,"MYERS, John Thomas",IN,7,Republican,0.236,0.254
103,"SHARP, Philip Riley",IN,2,Democrat,-0.166,-0.283
103,"BURTON, Danny Lee",IN,6,Republican,0.585,-0.026
103,"McCLOSKEY, Francis Xavier",IN,8,Democrat,-0.336,0.094
103,"VISCLOSKY, Peter",IN,1,Democrat,-0.402,0.244
103,"LONG, Jill Lynette",IN,4,Democrat,-0.224,0.065
103,"ROEMER, Timothy John",IN,3,Democrat,-0.165,0.229
103,"BUYER, Stephen Earle",IN,5,Republican,0.435,0.192
103,"SMITH, Neal Edward",IA,4,Democrat,-0.313,0.174
103,"LEACH, James Albert Smith",IA,1,Republican,0.141,-0.79
103,"LIGHTFOOT, James Ross",IA,3,Republican,0.391,-0.211
103,"GRANDY, Frederick Lawrence",IA,5,Republican,0.283,-0.465
103,"NUSSLE, James Allen",IA,2,Republican,0.417,-0.178
103,"GLICKMAN, Daniel Robert",KS,4,Democrat,-0.133,-0.149
103,"ROBERTS, Charles Patrick (Pat)",KS,1,Republican,0.413,-0.09
103,"SLATTERY, James Charles",KS,2,Democrat,-0.099,-0.04
103,"MEYERS, Jan",KS,3,Republican,0.208,-0.541
103,"MAZZOLI, Romano Louis",KY,3,Democrat,-0.186,-0.016
103,"ROGERS, Harold Dallas (Hal)",KY,5,Republican,0.333,0.152
103,"BUNNING, James Paul David",KY,4,Republican,0.521,-0.049
103,"BARLOW, Thomas J., III",KY,1,Democrat,-0.316,0.493
103,"LEWIS, Ron",KY,2,Republican,0.418,0.417
103,"BAESLER, Henry Scott (Scotty)",KY,6,Democrat,-0.155,0.28
103,"LIVINGSTON, Robert Linlithgow, Jr.",LA,1,Republican,0.326,0.109
103,"TAUZIN, Wilbert Joseph (Billy)",LA,3,Democrat,0.03,0.568
103,"BAKER, Richard Hugh",LA,6,Republican,0.423,0.022
103,"HAYES, James Allison",LA,7,Democrat,-0.057,0.755
103,"McCRERY, James O., III",LA,5,Republican,0.362,0.08
103,"JEFFERSON, William Jennings",LA,2,Democrat,-0.424,0.242
103,"FIELDS, Cleo",LA,4,Democrat,-0.454,0.096
103,"SNOWE, Olympia Jean",ME,2,Republican,0.091,-0.548
103,"ANDREWS, Thomas Hiram",ME,1,Democrat,-0.398,-0.624
103,"HOYER, Steny Hamilton",MD,5,Democrat,-0.381,0.122
103,"BENTLEY, Helen Delich",MD,2,Republican,0.276,-0.362
103,"CARDIN, Benjamin Louis",MD,3,Democrat,-0.32,-0.224
103,"MFUME, Kweisi",MD,7,Democrat,-0.44,-0.328
103,"MORELLA, Constance A.",MD,8,Republican,-0.018,-0.893
103,"GILCHREST, Wayne Thomas",MD,1,Republican,0.204,-0.563
103,"WYNN, Albert Russell",MD,4,Democrat,-0.38,0.038
103,"BARTLETT, Roscoe Gardner",MD,6,Republican,0.493,-0.091
103,"MOAKLEY, John Joseph",MA,9,Democrat,-0.418,-0.054
103,"STUDDS, Gerry Eastman",MA,10,Democrat,-0.444,-0.593
103,"MARKEY, Edward John",MA,7,Democrat,-0.517,-0.469
103,"FRANK, Barney",MA,4,Democrat,-0.499,-0.534
103,"KENNEDY, Joseph Patrick, II",MA,8,Democrat,-0.413,-0.453
103,"NEAL, Richard Edmund",MA,2,Democrat,-0.417,-0.106
103,"OLVER, John Walter",MA,1,Democrat,-0.577,-0.207
103,"BLUTE, Peter I.",MA,3,Republican,0.192,-0.463
103,"MEEHAN, Martin Thomas",MA,5,Democrat,-0.39,-0.539
103,"TORKILDSEN, Peter Gerard",MA,6,Republican,0.155,-0.7
103,"DINGELL, John David, Jr.",MI,16,Democrat,-0.448,0.313
103,"CONYERS, John, Jr.",MI,14,Democrat,-0.658,-0.512
103,"FORD, William David",MI,13,Democrat,-0.516,0.098
103,"CARR, Milton Robert (Bob)",MI,8,Democrat,-0.254,-0.342
103,"BONIOR, David Edward",MI,10,Democrat,-0.547,-0.006
103,"KILDEE, Dale Edward",MI,9,Democrat,-0.385,0.011
103,"LEVIN, Sander Martin",MI,12,Democrat,-0.379,-0.091
103,"UPTON, Frederick Stephen",MI,6,Republican,0.32,-0.355
103,"CAMP, David Lee",MI,4,Republican,0.385,-0.048
103,"COLLINS, Barbara-Rose",MI,15,Democrat,-0.648,-0.164
103,"STUPAK, Bart T.",MI,1,Democrat,-0.396,0.701
103,"HOEKSTRA, Peter",MI,2,Republican,0.516,-0.262
103,"EHLERS, Vernon James",MI,3,Republican,0.316,-0.622
103,"BARCIA, James A.",MI,5,Democrat,-0.184,0.547
103,"SMITH, Nick H.",MI,7,Republican,0.505,-0.229
103,"KNOLLENBERG, Joseph",MI,11,Republican,0.366,-0.053
103,"OBERSTAR, James Louis",MN,8,Democrat,-0.553,0.304
103,"VENTO, Bruce Frank",MN,4,Democrat,-0.472,-0.376
103,"SABO, Martin Olav",MN,5,Democrat,-0.516,-0.317
103,"PENNY, Timothy Joseph",MN,1,Democrat,-0.051,-0.502
103,"RAMSTAD, James (Jim)",MN,3,Republican,0.316,-0.683
103,"PETERSON, Collin Clark",MN,7,Democrat,-0.148,0.712
103,"MINGE, David R.",MN,2,Democrat,-0.213,-0.131
103,"GRAMS, Rod",MN,6,Republican,0.506,-0.195
103,"WHITTEN, Jamie Lloyd",MS,1,Democrat,-0.161,0.987
103,"MONTGOMERY, Gillespie V. (Sonny)",MS,3,Democrat,0.017,1
103,"PARKER, Michael (Mike)",MS,4,Democrat,0.034,0.758
103,"TAYLOR, Gary Eugene (Gene)",MS,5,Democrat,-0.045,0.893
103,"THOMPSON, Bennie",MS,2,Democrat,-0.519,0.391
103,"CLAY, William Lacy, Sr.",MO,1,Democrat,-0.49,-0.872
103,"GEPHARDT, Richard Andrew",MO,3,Democrat,-0.416,0.245
103,"SKELTON, Isaac Newton, IV (Ike)",MO,4,Democrat,-0.172,0.724
103,"VOLKMER, Harold Lee",MO,9,Democrat,-0.196,0.329
103,"EMERSON, Norvell William (Bill)",MO,8,Republican,0.332,-0.125
103,"WHEAT, Alan Dupree",MO,5,Democrat,-0.465,-0.73
103,"HANCOCK, Melton D. (Mel)",MO,7,Republican,0.79,-0.048
103,"TALENT, James Matthes",MO,2,Republican,0.364,0.098
103,"DANNER, Patsy Ann (Pat)",MO,6,Democrat,-0.186,0.529
103,"WILLIAMS, John Patrick",MT,1,Democrat,-0.315,-0.138
103,"BEREUTER, Douglas Kent",NE,1,Republican,0.231,-0.347
103,"HOAGLAND, Peter J.",NE,2,Democrat,-0.209,-0.047
103,"BARRETT, William E.",NE,3,Republican,0.379,-0.073
103,"VUCANOVICH, Barbara Farrell",NV,2,Republican,0.441,-0.109
103,"BILBRAY, James Hubert",NV,1,Democrat,-0.184,0.258
103,"ZELIFF, William H., Jr.",NH,1,Republican,0.438,-0.461
103,"SWETT, Richard",NH,2,Democrat,-0.144,-0.141
103,"HUGHES, William John",NJ,2,Democrat,-0.153,-0.204
103,"ROUKEMA, Margaret Scafati",NJ,5,Republican,0.162,-0.701
103,"SMITH, Christopher Henry",NJ,4,Republican,0.181,-0.173
103,"TORRICELLI, Robert Guy",NJ,9,Democrat,-0.262,-0.118
103,"GALLO, Dean Anderson",NJ,11,Republican,0.203,-0.498
103,"SAXTON, Hugh James",NJ,3,Republican,0.238,-0.378
103,"PALLONE, Frank, Jr.",NJ,6,Democrat,-0.402,-0.162
103,"PAYNE, Donald Milford",NJ,10,Democrat,-0.592,-0.547
103,"ANDREWS, Robert Ernest",NJ,1,Democrat,-0.297,-0.119
103,"ZIMMER, Richard",NJ,12,Republican,0.27,-0.963
103,"FRANKS, Robert Douglas",NJ,7,Republican,0.259,-0.836
103,"KLEIN, Herbert C.",NJ,8,Democrat,-0.286,-0.214
103,"MENENDEZ, Robert",NJ,13,Democrat,-0.366,-0.126
103,"SKEEN, Joseph Richard",NM,2,Republican,0.301,0.034
103,"RICHARDSON, Bill",NM,3,Democrat,-0.321,0.227
103,"SCHIFF, Steven Harvey",NM,1,Republican,0.196,-0.261
103,"FISH, Hamilton, Jr.",NY,19,Republican,0.07,-0.423
103,"RANGEL, Charles B.",NY,15,Democrat,-0.514,-0.341
103,"GILMAN, Benjamin Arthur",NY,20,Republican,0.043,-0.425
103,"LaFALCE, John Joseph",NY,29,Democrat,-0.357,0.112
103,"SOLOMON, Gerald Brooks Hunt",NY,22,Republican,0.492,-0.333
103,"SCHUMER, Charles Ellis (Chuck)",NY,9,Democrat,-0.355,-0.418
103,"ACKERMAN, Gary Leonard",NY,5,Democrat,-0.429,-0.165
103,"BOEHLERT, Sherwood Louis",NY,23,Republican,0.103,-0.718
103,"OWENS, Major Robert Odell",NY,11,Democrat,-0.569,-0.516
103,"TOWNS, Edolphus",NY,10,Democrat,-0.519,-0.132
103,"MANTON, Thomas J.",NY,7,Democrat,-0.361,0.382
103,"FLAKE, Floyd Harold",NY,6,Democrat,-0.455,-0.092
103,"HOCHBRUECKNER, George Joseph",NY,1,Democrat,-0.348,0.117
103,"HOUGHTON, Amory, Jr.",NY,31,Republican,0.154,-0.281
103,"SLAUGHTER, Louise McIntosh",NY,28,Democrat,-0.465,-0.104
103,"ENGEL, Eliot Lance",NY,17,Democrat,-0.408,-0.093
103,"LOWEY, Nita M.",NY,18,Democrat,-0.389,-0.152
103,"McNULTY, Michael Robert",NY,21,Democrat,-0.369,0.369
103,"PAXON, L. William",NY,27,Republican,0.472,-0.167
103,"WALSH, James T.",NY,25,Republican,0.208,-0.19
103,"MOLINARI, Susan",NY,13,Republican,0.256,-0.5
103,"SERRANO, José E.",NY,16,Democrat,-0.491,-0.377
103,"LAZIO, Enrico A. (Rick)",NY,2,Republican,0.216,-0.588
103,"KING, Peter T.",NY,3,Republican,0.259,-0.03
103,"LEVY, David A.",NY,4,Republican,0.347,-0.354
103,"NADLER, Jerrold Lewis",NY,8,Democrat,-0.507,-0.479
103,"VELÁZQUEZ, Nydia M.",NY,12,Democrat,-0.547,-0.367
103,"MALONEY, Carolyn Bosher",NY,14,Democrat,-0.387,-0.285
103,"HINCHEY, Maurice Dunlea",NY,26,Democrat,-0.575,-0.007
103,"QUINN, John Francis (Jack)",NY,30,Republican,0.198,-0.223
103,"McHUGH, John Michael",NY,24,Republican,0.225,-0.063
103,"ROSE, Charles Grandison, III",NC,7,Democrat,-0.319,0.573
103,"HEFNER, Willie Gathrel (Bill)",NC,8,Democrat,-0.264,0.609
103,"NEAL, Stephen Lybrook",NC,5,Democrat,-0.145,0.112
103,"VALENTINE, Itimous Thaddeus, Jr., (Tim)",NC,2,Democrat,-0.084,0.465
103,"COBLE, Howard",NC,6,Republican,0.52,-0.081
103,"McMILLAN, John Alexander, III (Alex)",NC,9,Republican,0.294,-0.248
103,"BALLENGER, Cass",NC,10,Republican,0.464,-0.145
103,"LANCASTER, H. Martin",NC,3,Democrat,-0.134,0.416
103,"PRICE, David Eugene",NC,4,Democrat,-0.343,-0.03
103,"TAYLOR, Charles Hart",NC,11,Republican,0.488,0.116
103,"CLAYTON, Eva M.",NC,1,Democrat,-0.459,-0.032
103,"WATT, Melvin L.",NC,12,Democrat,-0.526,-0.155
103,"POMEROY, Earl Ralph, III",ND,1,Democrat,-0.266,0.339
103,"STOKES, Louis",OH,11,Democrat,-0.578,-0.312
103,"REGULA, Ralph Straus",OH,16,Republican,0.221,-0.223
103,"GRADISON, Willis David, Jr.",OH,2,Republican,0.233,-0.338
103,"APPLEGATE, Douglas Earl",OH,18,Democrat,-0.106,0.166
103,"HALL, Tony Patrick",OH,3,Democrat,-0.28,0.155
103,"OXLEY, Michael Garver",OH,4,Republican,0.382,-0.093
103,"KAPTUR, Marcia Carolyn (Marcy)",OH,9,Democrat,-0.343,0.132
103,"KASICH, John Richard",OH,12,Republican,0.314,0.013
103,"TRAFICANT, James A., Jr.",OH,17,Democrat,-0.082,0.071
103,"SAWYER, Thomas Charles",OH,14,Democrat,-0.377,-0.114
103,"GILLMOR, Paul Eugene",OH,5,Republican,0.254,0.106
103,"HOBSON, David Lee",OH,7,Republican,0.315,-0.229
103,"BOEHNER, John Andrew",OH,8,Republican,0.513,0.04
103,"MANN, David Scott",OH,1,Democrat,-0.216,-0.149
103,"HOKE, Martin R.",OH,10,Republican,0.338,-0.244
103,"BROWN, Sherrod",OH,13,Democrat,-0.425,-0.097
103,"PRYCE, Deborah D.",OH,15,Republican,0.32,-0.329
103,"FINGERHUT, Eric D.",OH,19,Democrat,-0.191,-0.381
103,"STRICKLAND, Ted",OH,6,Democrat,-0.384,0.404
103,"SYNAR, Michael Lynn",OK,2,Democrat,-0.321,-0.032
103,"McCURDY, David Keith",OK,4,Democrat,-0.112,0.299
103,"INHOFE, James Mountain",OK,1,Republican,0.552,0.045
103,"BREWSTER, William K.",OK,3,Democrat,-0.08,0.688
103,"ISTOOK, Ernest James, Jr.",OK,5,Republican,0.492,0.129
103,"LUCAS, Frank D.",OK,6,Republican,0.361,0.452
103,"WYDEN, Ronald Lee",OR,3,Democrat,-0.332,-0.486
103,"SMITH, Robert Freeman",OR,2,Republican,0.396,-0.203
103,"DeFAZIO, Peter Anthony",OR,4,Democrat,-0.427,-0.002
103,"KOPETSKI, Michael J.",OR,5,Democrat,-0.589,0.497
103,"FURSE, Elizabeth",OR,1,Democrat,-0.457,-0.438
103,"McDADE, Joseph Michael",PA,10,Republican,0.093,-0.355
103,"SHUSTER, E. G. (Bud)",PA,9,Republican,0.416,0.144
103,"MURTHA, John Patrick, Jr.",PA,12,Democrat,-0.265,0.569
103,"GOODLING, William Franklin",PA,19,Republican,0.336,-0.494
103,"MURPHY, Austin John",PA,20,Democrat,-0.081,-0.357
103,"WALKER, Robert Smith",PA,16,Republican,0.581,-0.639
103,"CLINGER, William Floyd, Jr.",PA,5,Republican,0.176,-0.221
103,"COYNE, William Joseph",PA,14,Democrat,-0.494,-0.119
